identifier_id,actor_id,identifier_type,identifier_value,source_id,first_seen,last_seen,confidence,status,observation_id
IDENT_003079,ACT_0025,handle,GhostSentinel,SRC_001298,2026-10-28T00:00:00Z,2026-09-01T00:00:00Z,0.25,duplicate_observation,OBS_001782
IDENT_003080,ACT_0031,handle,RogueReaper,SRC_000345,2026-04-13T19:36:25Z,2026-09-01T00:00:00Z,0.55,duplicate_observation,OBS_009803
IDENT_003081,ACT_0040,handle,StormPulse,SRC_001765,2026-09-29T00:00:00Z,2026-09-01T00:00:00Z,0.24,duplicate_observation,
IDENT_003082,ACT_0032,handle,RuneEcho,SRC_001736,2025-07-22T17:55:46Z,2026-07-23T17:55:46Z,0.32,duplicate_observation,
IDENT_003083,ACT_0044,handle,GreyMoth,SRC_004130,2024-11-29T18:00:37Z,2026-02-15T18:00:37Z,0.36,duplicate_observation,
IDENT_003084,ACT_0011,handle,IronSpecter,SRC_005133,2026-10-27T00:00:00Z,2026-09-01T00:00:00Z,0.2,duplicate_observation,
IDENT_003085,ACT_0034,handle,HavocSentinel54,SRC_002675,2025-10-08T10:59:17Z,2026-09-01T00:00:00Z,0.42,duplicate_observation,
IDENT_003086,ACT_0007,handle,IronWolf81,SRC_001090,2024-11-29T13:12:42Z,2025-02-13T13:12:42Z,0.6,duplicate_observation,OBS_002218
IDENT_003087,ACT_0036,handle,OnyxHex,SRC_000171,2026-10-02T00:00:00Z,2026-09-01T00:00:00Z,0.11,duplicate_observation,
IDENT_003088,ACT_0024,handle,WraithSpire,SRC_003679,2025-08-16T00:47:04Z,2026-08-21T00:47:04Z,0.32,duplicate_observation,
IDENT_003089,ACT_0049,handle,EmberSignal,SRC_000701,2026-05-29T01:19:15Z,2026-09-01T00:00:00Z,0.36,duplicate_observation,
IDENT_003090,ACT_0002,handle,ShadowDrift,SRC_000436,2025-01-30T10:13:48Z,2025-03-15T10:13:48Z,0.37,duplicate_observation,
IDENT_003091,ACT_0015,handle,NullCipher,SRC_002206,2025-10-25T12:12:24Z,2026-09-01T00:00:00Z,0.52,duplicate_observation,OBS_003502
IDENT_003092,ACT_0059,handle,VectorHex,SRC_000872,2026-10-04T00:00:00Z,2026-09-01T00:00:00Z,0.11,duplicate_observation,
IDENT_003093,ACT_0050,handle,GhostCrow,SRC_004995,2026-11-19T00:00:00Z,2026-09-01T00:00:00Z,0.19,duplicate_observation,OBS_003859
IDENT_003094,ACT_0056,handle,NightCrow,SRC_002740,2025-04-10T10:20:14Z,2026-01-04T10:20:14Z,0.1,duplicate_observation,
IDENT_003095,ACT_0006,handle,ForgeVector,SRC_003668,2024-08-24T08:56:39Z,2025-08-18T08:56:39Z,0.16,duplicate_observation,
IDENT_003096,ACT_0055,handle,StormRunner,SRC_001269,2024-03-27T04:37:32Z,2024-07-01T04:37:32Z,0.18,duplicate_observation,OBS_000923
IDENT_003097,ACT_0015,handle,SilverLedger,SRC_001740,2026-10-14T00:00:00Z,2026-09-01T00:00:00Z,0.26,duplicate_observation,
IDENT_003098,ACT_0055,handle,HavocSentinel,SRC_003637,2024-08-12T04:37:32Z,2025-11-18T04:37:32Z,0.28,duplicate_observation,
IDENT_003099,ACT_0056,handle,NightCrow,SRC_000224,2025-04-13T10:20:14Z,2026-01-01T10:20:14Z,0.45,duplicate_observation,OBS_014022
IDENT_003100,ACT_0017,handle,ChromeSignal,SRC_002792,2024-12-13T11:28:43Z,2025-06-22T11:28:43Z,0.29,duplicate_observation,OBS_010475
IDENT_003101,ACT_0034,handle,PhantomOrbit,SRC_000607,2026-10-15T00:00:00Z,2026-09-01T00:00:00Z,0.52,duplicate_observation,
IDENT_003102,ACT_0013,handle,VectorPulse,SRC_004287,2026-07-17T09:25:01Z,2026-09-01T00:00:00Z,0.18,duplicate_observation,
IDENT_003103,ACT_0031,handle,RogueReaper,SRC_004180,2026-04-07T19:36:25Z,2026-09-01T00:00:00Z,0.33,duplicate_observation,OBS_010512
IDENT_003104,ACT_0040,handle,RuneMoth,SRC_003212,2026-10-19T00:00:00Z,2026-09-01T00:00:00Z,0.45,duplicate_observation,
IDENT_003105,ACT_0037,handle,VoidMoth,SRC_002047,2025-01-22T20:05:11Z,2025-07-30T20:05:11Z,0.62,duplicate_observation,OBS_010929
IDENT_003106,ACT_0020,handle,EmberNode,SRC_004436,2026-09-18T00:00:00Z,2026-09-01T00:00:00Z,0.19,duplicate_observation,OBS_002140
IDENT_003107,ACT_0020,handle,EmberNode,SRC_001309,2026-10-05T00:00:00Z,2026-09-01T00:00:00Z,0.29,duplicate_observation,
IDENT_003108,ACT_0027,handle,CrimsonWolf,SRC_001902,2024-08-13T01:12:14Z,2025-10-16T01:12:14Z,0.22,duplicate_observation,OBS_003020
IDENT_003109,ACT_0036,handle,OnyxHex,SRC_005693,2026-09-17T00:00:00Z,2026-09-01T00:00:00Z,0.51,duplicate_observation,OBS_002873
IDENT_003110,ACT_0030,handle,OnyxRoot,SRC_003235,2025-10-23T21:36:22Z,2026-08-22T21:36:22Z,0.12,duplicate_observation,OBS_010498
IDENT_003111,ACT_0013,handle,VectorPulse,SRC_003653,2026-07-10T09:25:01Z,2026-09-01T00:00:00Z,0.48,duplicate_observation,OBS_006033
IDENT_003112,ACT_0020,handle,EmberNode,SRC_000896,2026-09-28T00:00:00Z,2026-09-01T00:00:00Z,0.57,duplicate_observation,OBS_012136
IDENT_003113,ACT_0006,handle,RogueRoot,SRC_000440,2025-09-14T08:56:39Z,2025-12-10T08:56:39Z,0.17,duplicate_observation,
IDENT_003114,ACT_0042,handle,AshFox60,SRC_001792,2025-07-01T00:56:31Z,2025-11-01T00:56:31Z,0.23,duplicate_observation,
IDENT_003115,ACT_0048,handle,CrimsonTrace,SRC_005616,2024-08-16T21:47:44Z,2025-11-14T21:47:44Z,0.15,duplicate_observation,OBS_005240
IDENT_003116,ACT_0031,handle,WraithWarden,SRC_000879,2025-08-31T19:36:25Z,2026-03-16T19:36:25Z,0.13,duplicate_observation,OBS_002683
IDENT_003117,ACT_0049,handle,EmberSignal,SRC_003944,2026-06-06T01:19:15Z,2026-09-01T00:00:00Z,0.34,duplicate_observation,
IDENT_003118,ACT_0054,handle,DarkRunner,SRC_005031,2026-07-09T15:36:14Z,2026-09-01T00:00:00Z,0.12,duplicate_observation,
IDENT_003119,ACT_0031,handle,WraithWarden,SRC_004448,2025-08-19T19:36:25Z,2026-03-04T19:36:25Z,0.17,duplicate_observation,OBS_001033
IDENT_003120,ACT_0028,handle,OnyxPulse,SRC_004207,2025-01-03T00:39:48Z,2025-05-13T00:39:48Z,0.38,duplicate_observation,
IDENT_003121,ACT_0054,handle,UmbraHollow,SRC_004872,2026-02-12T15:36:14Z,2026-04-29T15:36:14Z,0.47,duplicate_observation,
IDENT_003122,ACT_0001,handle,SilentTrace,SRC_005484,2024-02-22T20:28:06Z,2024-12-23T20:28:06Z,0.4,duplicate_observation,
IDENT_003123,ACT_0025,handle,ChromeOrbit,SRC_000061,2026-09-08T00:00:00Z,2026-09-01T00:00:00Z,0.54,duplicate_observation,
IDENT_003124,ACT_0040,handle,RuneMoth,SRC_002601,2026-10-20T00:00:00Z,2026-09-01T00:00:00Z,0.52,duplicate_observation,
IDENT_003125,ACT_0011,handle,IronSpecter,SRC_003557,2026-10-27T00:00:00Z,2026-09-01T00:00:00Z,0.35,duplicate_observation,OBS_012177
IDENT_003126,ACT_0024,handle,OnyxEcho,SRC_005389,2026-10-21T00:47:04Z,2026-09-01T00:00:00Z,0.38,duplicate_observation,
IDENT_003127,ACT_0001,handle,SilentTrace,SRC_002341,2024-02-28T20:28:06Z,2024-12-16T20:28:06Z,0.17,duplicate_observation,OBS_002127
IDENT_003128,ACT_0009,handle,AshSignal52,SRC_005423,2026-10-22T00:00:00Z,2026-09-01T00:00:00Z,0.24,duplicate_observation,
IDENT_003129,ACT_0021,handle,StormWolf89,SRC_005492,2026-10-11T00:00:00Z,2026-09-01T00:00:00Z,0.36,duplicate_observation,
IDENT_003130,ACT_0029,handle,GhostShade,SRC_001932,2024-05-05T22:51:37Z,2025-04-20T22:51:37Z,0.1,duplicate_observation,
IDENT_003131,ACT_0023,handle,NullEcho,SRC_000953,2026-11-05T00:00:00Z,2026-09-01T00:00:00Z,0.51,duplicate_observation,OBS_012791
IDENT_003132,ACT_0003,handle,GreyRoot,SRC_001444,2024-08-05T18:21:03Z,2025-11-02T18:21:03Z,0.1,duplicate_observation,OBS_014146
IDENT_003133,ACT_0015,handle,NullCipher,SRC_003981,2025-10-31T12:12:24Z,2026-09-01T00:00:00Z,0.42,duplicate_observation,
IDENT_003134,ACT_0008,handle,FrostMoth,SRC_005073,2026-10-08T10:13:36Z,2026-09-01T00:00:00Z,0.59,duplicate_observation,OBS_012549
IDENT_003135,ACT_0010,handle,HavocSpire71,SRC_004456,2026-09-29T00:00:00Z,2026-09-01T00:00:00Z,0.28,duplicate_observation,OBS_010128
IDENT_003136,ACT_0044,handle,NightSentinel32,SRC_002906,2026-03-15T18:00:37Z,2026-08-02T18:00:37Z,0.62,duplicate_observation,OBS_002741
IDENT_003137,ACT_0001,handle,SilentTrace,SRC_005008,2024-02-18T20:28:06Z,2024-12-29T20:28:06Z,0.2,duplicate_observation,
IDENT_003138,ACT_0015,handle,SilverLedger,SRC_003295,2026-10-28T00:00:00Z,2026-09-01T00:00:00Z,0.7,duplicate_observation,OBS_003185
IDENT_003139,ACT_0049,handle,EmberSignal,SRC_004817,2026-06-06T01:19:15Z,2026-09-01T00:00:00Z,0.36,duplicate_observation,
IDENT_003140,ACT_0042,handle,CipherFalcon,SRC_004726,2025-11-14T00:56:31Z,2026-07-25T00:56:31Z,0.63,duplicate_observation,
IDENT_003141,ACT_0053,handle,DarkOrbit,SRC_005252,2026-03-31T21:22:52Z,2026-09-01T00:00:00Z,0.2,duplicate_observation,OBS_011677
IDENT_003142,ACT_0055,handle,HavocSentinel,SRC_000208,2024-07-31T04:37:32Z,2025-11-16T04:37:32Z,0.17,duplicate_observation,
IDENT_003143,ACT_0008,handle,SilentPulse,SRC_005709,2025-09-30T10:13:36Z,2026-08-18T10:13:36Z,0.6,duplicate_observation,
IDENT_003144,ACT_0034,handle,HavocSentinel54,SRC_003284,2025-10-05T10:59:17Z,2026-09-01T00:00:00Z,0.43,duplicate_observation,
IDENT_003145,ACT_0008,handle,IronCrow,SRC_000868,2025-04-16T10:13:36Z,2025-08-23T10:13:36Z,0.37,duplicate_observation,
IDENT_003146,ACT_0027,handle,RuneWarden,SRC_001527,2024-04-24T01:12:14Z,2024-06-12T01:12:14Z,0.17,duplicate_observation,
IDENT_003147,ACT_0037,handle,VoidMoth,SRC_001518,2025-01-16T20:05:11Z,2025-07-30T20:05:11Z,0.46,duplicate_observation,
IDENT_003148,ACT_0029,handle,ChromeHex39,SRC_000307,2025-05-13T22:51:37Z,2026-02-21T22:51:37Z,0.1,duplicate_observation,
IDENT_003149,ACT_0012,handle,CipherSpire,SRC_005743,2025-02-05T10:37:19Z,2025-10-30T10:37:19Z,0.32,duplicate_observation,OBS_007442
IDENT_003150,ACT_0021,handle,NullPulse,SRC_003903,2026-10-06T00:00:00Z,2026-09-01T00:00:00Z,0.12,duplicate_observation,
IDENT_003151,ACT_0053,handle,DarkOrbit,SRC_002727,2026-03-23T21:22:52Z,2026-09-01T00:00:00Z,0.27,duplicate_observation,OBS_001587
IDENT_003152,ACT_0010,handle,SilentFox,SRC_004899,2026-06-02T20:43:57Z,2026-09-01T00:00:00Z,0.35,duplicate_observation,
IDENT_003153,ACT_0020,handle,EmberNode,SRC_001079,2026-09-20T00:00:00Z,2026-09-01T00:00:00Z,0.32,duplicate_observation,
IDENT_003154,ACT_0009,handle,BlackHarbor,SRC_005825,2026-07-27T04:53:06Z,2026-09-01T00:00:00Z,0.35,duplicate_observation,
IDENT_003155,ACT_0029,handle,ChromeHex39,SRC_004262,2025-05-24T22:51:37Z,2026-03-13T22:51:37Z,0.31,duplicate_observation,
IDENT_003156,ACT_0033,handle,TalonSentinel,SRC_004740,2025-08-07T01:20:48Z,2026-02-17T01:20:48Z,0.42,duplicate_observation,OBS_003119
IDENT_003157,ACT_0002,handle,ShadowDrift,SRC_003503,2025-02-01T10:13:48Z,2025-02-23T10:13:48Z,0.41,duplicate_observation,OBS_014104
IDENT_003158,ACT_0036,handle,IronMarrow,SRC_001455,2026-10-31T00:00:00Z,2026-09-01T00:00:00Z,0.64,duplicate_observation,
IDENT_003159,ACT_0050,handle,RogueWarden,SRC_003785,2026-10-25T00:00:00Z,2026-09-01T00:00:00Z,0.37,duplicate_observation,
IDENT_003160,ACT_0035,handle,CrimsonMoth,SRC_003960,2024-05-09T22:04:42Z,2025-05-16T22:04:42Z,0.32,duplicate_observation,
IDENT_003161,ACT_0020,handle,EmberNode,SRC_002753,2026-10-01T00:00:00Z,2026-09-01T00:00:00Z,0.11,duplicate_observation,
IDENT_003162,ACT_0040,handle,ChromeShade,SRC_003934,2026-10-18T00:00:00Z,2026-09-01T00:00:00Z,0.7,duplicate_observation,OBS_008901
IDENT_003163,ACT_0035,handle,StormDrift,SRC_003268,2026-10-14T00:00:00Z,2026-09-01T00:00:00Z,0.31,duplicate_observation,OBS_009805
IDENT_003164,ACT_0052,handle,IronRunner,SRC_002485,2025-07-27T08:12:20Z,2026-03-01T08:12:20Z,0.28,duplicate_observation,
IDENT_003165,ACT_0025,handle,ChromeOrbit,SRC_002699,2026-09-05T00:00:00Z,2026-09-01T00:00:00Z,0.7,duplicate_observation,
IDENT_003166,ACT_0009,handle,AshSignal52,SRC_004059,2026-10-22T00:00:00Z,2026-09-01T00:00:00Z,0.18,duplicate_observation,OBS_001614
IDENT_003167,ACT_0017,handle,BlackCipher,SRC_003437,2026-09-15T11:28:43Z,2026-09-01T00:00:00Z,0.3,duplicate_observation,OBS_002348
IDENT_003168,ACT_0057,handle,DriftReaper,SRC_001617,2026-10-03T00:00:00Z,2026-09-01T00:00:00Z,0.11,duplicate_observation,
IDENT_003169,ACT_0013,handle,VectorPulse,SRC_004421,2026-07-14T09:25:01Z,2026-09-01T00:00:00Z,0.37,duplicate_observation,
IDENT_003170,ACT_0017,handle,BlackCipher,SRC_002409,2026-09-14T11:28:43Z,2026-09-01T00:00:00Z,0.51,duplicate_observation,OBS_013983
IDENT_003171,ACT_0030,handle,OnyxRoot,SRC_001441,2025-10-12T21:36:22Z,2026-09-01T00:00:00Z,0.44,duplicate_observation,OBS_008767
IDENT_003172,ACT_0004,handle,OnyxNode,SRC_004601,2026-05-02T04:44:17Z,2026-09-01T00:00:00Z,0.14,duplicate_observation,OBS_006229
IDENT_003173,ACT_0025,handle,ChromeOrbit,SRC_004739,2026-09-11T00:00:00Z,2026-09-01T00:00:00Z,0.18,duplicate_observation,
IDENT_003174,ACT_0021,handle,NullPulse,SRC_003955,2026-09-18T00:00:00Z,2026-09-01T00:00:00Z,0.12,duplicate_observation,
IDENT_003175,ACT_0016,handle,ChromeGrid,SRC_005373,2025-09-08T15:47:40Z,2026-02-23T15:47:40Z,0.34,duplicate_observation,
IDENT_003176,ACT_0057,handle,CrimsonDrift,SRC_000291,2025-10-25T19:15:51Z,2026-09-01T00:00:00Z,0.1,duplicate_observation,OBS_013417
IDENT_003177,ACT_0013,handle,VectorPulse,SRC_002166,2026-07-21T09:25:01Z,2026-09-01T00:00:00Z,0.44,duplicate_observation,OBS_005435
IDENT_003178,ACT_0012,handle,ObsidianRoot49,SRC_004737,2024-12-28T10:37:19Z,2025-01-19T10:37:19Z,0.1,duplicate_observation,
IDENT_003179,ACT_0050,handle,RogueWarden,SRC_005081,2026-10-20T00:00:00Z,2026-09-01T00:00:00Z,0.55,duplicate_observation,OBS_008689
IDENT_003180,ACT_0017,handle,BlackCipher,SRC_000585,2026-09-13T11:28:43Z,2026-09-01T00:00:00Z,0.55,duplicate_observation,OBS_009547
IDENT_003181,ACT_0047,handle,StormFox,SRC_000378,2024-08-11T22:38:20Z,2024-10-19T22:38:20Z,0.1,duplicate_observation,
IDENT_003182,ACT_0034,handle,PhantomOrbit,SRC_001659,2026-10-19T00:00:00Z,2026-09-01T00:00:00Z,0.64,duplicate_observation,OBS_006226
IDENT_003183,ACT_0035,handle,RogueDrift,SRC_000986,2026-11-17T00:00:00Z,2026-09-01T00:00:00Z,0.54,duplicate_observation,
IDENT_003184,ACT_0056,handle,AshShade20,SRC_004535,2026-04-22T10:20:14Z,2026-09-01T00:00:00Z,0.1,duplicate_observation,
IDENT_003185,ACT_0060,handle,CipherEcho,SRC_005577,2026-04-09T22:48:45Z,2026-09-01T00:00:00Z,0.6,duplicate_observation,
IDENT_003186,ACT_0051,handle,SilverGrid,SRC_002235,2026-11-08T00:00:00Z,2026-09-01T00:00:00Z,0.47,duplicate_observation,OBS_008710
IDENT_003187,ACT_0026,handle,RuneCrow,SRC_001620,2025-09-11T18:43:51Z,2026-02-18T18:43:51Z,0.14,duplicate_observation,OBS_010580
IDENT_003188,ACT_0046,handle,ObsidianFalcon,SRC_002465,2025-09-09T14:13:34Z,2026-01-29T14:13:34Z,0.34,duplicate_observation,OBS_001094
IDENT_003189,ACT_0021,handle,StormWolf89,SRC_002356,2026-10-07T00:00:00Z,2026-09-01T00:00:00Z,0.36,duplicate_observation,
IDENT_003190,ACT_0008,handle,RuneLedger,SRC_000620,2025-01-02T10:13:36Z,2025-03-19T10:13:36Z,0.47,duplicate_observation,
IDENT_003191,ACT_0013,handle,VectorNode,SRC_005609,2026-10-15T00:00:00Z,2026-09-01T00:00:00Z,0.14,duplicate_observation,
IDENT_003192,ACT_0039,handle,UmbraWarden,SRC_005678,2026-06-03T04:35:29Z,2026-07-01T04:35:29Z,0.31,duplicate_observation,OBS_012890
IDENT_003193,ACT_0030,handle,OnyxRoot,SRC_001765,2025-10-18T21:36:22Z,2026-08-26T21:36:22Z,0.1,duplicate_observation,
IDENT_003194,ACT_0014,handle,NightLedger,SRC_004946,2024-01-18T02:17:28Z,2024-10-31T02:17:28Z,0.36,duplicate_observation,OBS_005458
IDENT_003195,ACT_0041,handle,RogueSpire80,SRC_002287,2024-12-25T19:31:51Z,2025-11-06T19:31:51Z,0.23,duplicate_observation,OBS_003982
IDENT_003196,ACT_0049,handle,EmberSignal,SRC_001136,2026-06-08T01:19:15Z,2026-09-01T00:00:00Z,0.21,duplicate_observation,
IDENT_003197,ACT_0036,handle,OnyxHex,SRC_000914,2026-09-27T00:00:00Z,2026-09-01T00:00:00Z,0.36,duplicate_observation,OBS_009758
IDENT_003198,ACT_0026,handle,ZeroFox,SRC_002490,2026-10-23T00:00:00Z,2026-09-01T00:00:00Z,0.42,duplicate_observation,
IDENT_003199,ACT_0051,handle,FrostSignal,SRC_005700,2026-10-03T00:00:00Z,2026-09-01T00:00:00Z,0.35,duplicate_observation,OBS_004806
IDENT_003200,ACT_0015,handle,SilverLedger,SRC_000897,2026-10-28T00:00:00Z,2026-09-01T00:00:00Z,0.22,duplicate_observation,OBS_012721
IDENT_003201,ACT_0056,handle,NightCrow,SRC_002196,2025-03-31T10:20:14Z,2026-01-07T10:20:14Z,0.1,duplicate_observation,
IDENT_003202,ACT_0057,handle,CrimsonDrift,SRC_001214,2025-11-03T19:15:51Z,2026-09-01T00:00:00Z,0.22,duplicate_observation,OBS_011279
IDENT_003203,ACT_0055,handle,StormRunner,SRC_002378,2024-03-19T04:37:32Z,2024-07-06T04:37:32Z,0.45,duplicate_observation,OBS_005860
IDENT_003204,ACT_0058,handle,DarkSignal,SRC_000486,2025-12-28T17:09:54Z,2026-09-01T00:00:00Z,0.7,duplicate_observation,
IDENT_003205,ACT_0031,handle,StormMarrow37,SRC_002683,2025-03-24T19:36:25Z,2025-08-07T19:36:25Z,0.35,duplicate_observation,OBS_004603
IDENT_003206,ACT_0023,handle,NullEcho,SRC_003740,2026-10-30T00:00:00Z,2026-09-01T00:00:00Z,0.1,duplicate_observation,
IDENT_003207,ACT_0011,handle,IronSpecter,SRC_000049,2026-11-08T00:00:00Z,2026-09-01T00:00:00Z,0.14,duplicate_observation,
IDENT_003208,ACT_0042,handle,CipherFalcon,SRC_001138,2025-11-07T00:56:31Z,2026-08-01T00:56:31Z,0.49,duplicate_observation,
IDENT_003209,ACT_0015,handle,NullCipher,SRC_004239,2025-10-29T12:12:24Z,2026-09-01T00:00:00Z,0.31,duplicate_observation,OBS_012662
IDENT_003210,ACT_0037,handle,VoidMoth,SRC_003163,2025-01-06T20:05:11Z,2025-07-19T20:05:11Z,0.33,duplicate_observation,OBS_009577
IDENT_003211,ACT_0008,handle,IronCrow,SRC_000414,2025-04-21T10:13:36Z,2025-09-08T10:13:36Z,0.1,duplicate_observation,OBS_006356
IDENT_003212,ACT_0011,handle,StormMarrow12,SRC_005196,2026-05-10T12:53:27Z,2026-09-01T00:00:00Z,0.1,duplicate_observation,
IDENT_003213,ACT_0027,handle,RuneWarden,SRC_004840,2024-05-06T01:12:14Z,2024-06-10T01:12:14Z,0.56,duplicate_observation,OBS_011024
IDENT_003214,ACT_0056,handle,VoidCipher,SRC_003116,2026-10-19T00:00:00Z,2026-09-01T00:00:00Z,0.18,duplicate_observation,OBS_007747
IDENT_003215,ACT_0008,handle,RuneLedger,SRC_002572,2025-01-11T10:13:36Z,2025-03-10T10:13:36Z,0.44,duplicate_observation,
IDENT_003216,ACT_0014,handle,NightLedger,SRC_004926,2024-01-23T02:17:28Z,2024-11-13T02:17:28Z,0.42,duplicate_observation,
IDENT_003217,ACT_0022,handle,CrimsonVector47,SRC_001102,2024-03-20T11:56:59Z,2025-07-22T11:56:59Z,0.1,duplicate_observation,OBS_003651
IDENT_003218,ACT_0011,handle,IronSpecter,SRC_004335,2026-10-28T00:00:00Z,2026-09-01T00:00:00Z,0.17,duplicate_observation,
IDENT_003219,ACT_0010,handle,SilentFox,SRC_004088,2026-05-31T20:43:57Z,2026-09-01T00:00:00Z,0.7,duplicate_observation,
IDENT_003220,ACT_0050,handle,FrostReaper,SRC_000587,2026-07-02T02:56:43Z,2026-09-01T00:00:00Z,0.69,duplicate_observation,OBS_002974
IDENT_003221,ACT_0026,handle,ZeroFox,SRC_005312,2026-11-11T00:00:00Z,2026-09-01T00:00:00Z,0.29,duplicate_observation,
IDENT_003222,ACT_0049,handle,EmberSignal,SRC_004241,2026-05-24T01:19:15Z,2026-09-01T00:00:00Z,0.49,duplicate_observation,
IDENT_003223,ACT_0008,handle,IronCrow,SRC_000520,2025-04-06T10:13:36Z,2025-08-27T10:13:36Z,0.31,duplicate_observation,
IDENT_003224,ACT_0025,handle,ChromeOrbit,SRC_000267,2026-09-23T00:00:00Z,2026-09-01T00:00:00Z,0.39,duplicate_observation,OBS_004873
IDENT_003225,ACT_0034,handle,ObsidianMoth89,SRC_005590,2026-10-23T00:00:00Z,2026-09-01T00:00:00Z,0.38,duplicate_observation,OBS_013177
IDENT_003226,ACT_0026,handle,RuneCrow,SRC_005534,2025-09-20T18:43:51Z,2026-03-05T18:43:51Z,0.51,duplicate_observation,
IDENT_003227,ACT_0013,handle,VectorNode,SRC_003994,2026-11-01T00:00:00Z,2026-09-01T00:00:00Z,0.6,duplicate_observation,
IDENT_003228,ACT_0030,handle,CrimsonForge,SRC_002108,2024-06-11T21:36:22Z,2024-12-20T21:36:22Z,0.28,duplicate_observation,OBS_009722
IDENT_003229,ACT_0054,handle,ShadowGrid,SRC_002543,2026-09-30T00:00:00Z,2026-09-01T00:00:00Z,0.17,duplicate_observation,OBS_009915
IDENT_003230,ACT_0012,handle,ObsidianRoot49,SRC_004345,2024-12-20T10:37:19Z,2025-01-19T10:37:19Z,0.35,duplicate_observation,OBS_013610
IDENT_003231,ACT_0040,handle,FrostWolf,SRC_000537,2025-06-05T18:08:11Z,2025-11-24T18:08:11Z,0.7,duplicate_observation,
IDENT_003232,ACT_0005,handle,SilentVector,SRC_001427,2026-07-06T07:09:23Z,2026-09-01T00:00:00Z,0.49,duplicate_observation,OBS_008157
IDENT_003233,ACT_0001,handle,SilentTrace,SRC_001571,2024-02-22T20:28:06Z,2024-12-28T20:28:06Z,0.46,duplicate_observation,OBS_001544
IDENT_003234,ACT_0014,handle,NightLedger,SRC_003265,2024-01-20T02:17:28Z,2024-11-10T02:17:28Z,0.21,duplicate_observation,OBS_012715
IDENT_003235,ACT_0060,handle,CipherEcho,SRC_003470,2026-04-18T22:48:45Z,2026-09-01T00:00:00Z,0.66,duplicate_observation,OBS_000161
IDENT_003236,ACT_0013,handle,NightWarden,SRC_002205,2026-09-15T00:00:00Z,2026-09-01T00:00:00Z,0.45,duplicate_observation,
IDENT_003237,ACT_0031,handle,RogueReaper,SRC_004791,2026-04-02T19:36:25Z,2026-09-01T00:00:00Z,0.21,duplicate_observation,OBS_007383
IDENT_003238,ACT_0035,handle,StormDrift,SRC_001313,2026-10-14T00:00:00Z,2026-09-01T00:00:00Z,0.59,duplicate_observation,
IDENT_003239,ACT_0020,handle,BlackRoot71,SRC_003248,2025-11-14T15:43:16Z,2026-03-11T15:43:16Z,0.34,duplicate_observation,
IDENT_003240,ACT_0044,handle,SilentNode,SRC_001953,2026-09-29T18:00:37Z,2026-09-01T00:00:00Z,0.3,duplicate_observation,
IDENT_003241,ACT_0057,handle,DriftReaper,SRC_002970,2026-09-20T00:00:00Z,2026-09-01T00:00:00Z,0.1,duplicate_observation,
IDENT_003242,ACT_0029,handle,ChromeHex39,SRC_001479,2025-05-12T22:51:37Z,2026-02-22T22:51:37Z,0.13,duplicate_observation,OBS_008693
IDENT_003243,ACT_0050,handle,FrostReaper,SRC_003098,2026-07-02T02:56:43Z,2026-09-01T00:00:00Z,0.32,duplicate_observation,OBS_000293
IDENT_003244,ACT_0043,handle,CrimsonCrow,SRC_000743,2026-06-16T22:06:12Z,2026-09-01T00:00:00Z,0.68,duplicate_observation,OBS_008527
IDENT_003245,ACT_0052,handle,StormHollow,SRC_003809,2026-04-04T08:12:20Z,2026-09-01T00:00:00Z,0.12,duplicate_observation,
IDENT_003246,ACT_0054,handle,ShadowGrid,SRC_002406,2026-10-04T00:00:00Z,2026-09-01T00:00:00Z,0.28,duplicate_observation,
IDENT_003247,ACT_0028,handle,OnyxPulse,SRC_001989,2024-12-29T00:39:48Z,2025-05-04T00:39:48Z,0.32,duplicate_observation,
IDENT_003248,ACT_0015,handle,SilverLedger,SRC_002195,2026-10-13T00:00:00Z,2026-09-01T00:00:00Z,0.35,duplicate_observation,
IDENT_003249,ACT_0034,handle,ObsidianMoth89,SRC_003790,2026-10-04T00:00:00Z,2026-09-01T00:00:00Z,0.39,duplicate_observation,OBS_002374
IDENT_003250,ACT_0058,handle,PhantomDrift95,SRC_005576,2025-09-02T17:09:54Z,2025-11-18T17:09:54Z,0.44,duplicate_observation,
IDENT_003251,ACT_0033,handle,TalonSentinel,SRC_002613,2025-08-02T01:20:48Z,2026-02-06T01:20:48Z,0.1,duplicate_observation,
IDENT_003252,ACT_0035,handle,RogueDrift,SRC_004218,2026-11-12T00:00:00Z,2026-09-01T00:00:00Z,0.6,duplicate_observation,OBS_002561
IDENT_003253,ACT_0053,handle,OnyxFang,SRC_001732,2025-02-28T21:22:52Z,2026-03-13T21:22:52Z,0.49,duplicate_observation,OBS_003612
IDENT_003254,ACT_0020,handle,ChromeHarbor,SRC_005200,2025-07-16T15:43:16Z,2025-10-21T15:43:16Z,0.13,duplicate_observation,
IDENT_003255,ACT_0060,handle,CipherEcho,SRC_005127,2026-04-09T22:48:45Z,2026-09-01T00:00:00Z,0.1,duplicate_observation,
IDENT_003256,ACT_0007,handle,IronWolf81,SRC_003927,2024-11-29T13:12:42Z,2025-02-10T13:12:42Z,0.23,duplicate_observation,
IDENT_003257,ACT_0054,handle,DarkRunner,SRC_001328,2026-07-06T15:36:14Z,2026-09-01T00:00:00Z,0.41,duplicate_observation,OBS_011040
