transaction_id,from_wallet,to_wallet,timestamp,amount,currency,transaction_type,source,confidence,actor_from,actor_to,transaction_cluster,risk_signal
TX_006567,WALLET_SYN_0202,WALLET_SYN_0115,2025-10-04T18:00:37Z,0.250844,USDT_SIM,payment,SRC_005696,0.66,ACT_0046,,,medium
TX_006568,WALLET_SYN_0119,WALLET_SYN_0173,2026-08-15T00:00:00Z,0.032211,ETH_SIM,payment,SRC_002647,0.6,,ACT_0030,,medium
TX_006569,WALLET_SYN_0083,WALLET_SYN_0161,2026-08-04T00:00:00Z,0.164822,ETH_SIM,escrow_release,SRC_001223,0.76,,,TXCLUSTER_005,low
TX_006570,WALLET_SYN_0184,WALLET_SYN_0176,2026-08-30T00:00:00Z,0.500411,USDT_SIM,escrow_release,SRC_002773,0.77,,ACT_0012,,high
TX_006571,WALLET_SYN_0033,WALLET_SYN_0142,2025-09-23T10:59:17Z,0.103787,USDT_SIM,transfer,SRC_003136,0.37,,,,medium
TX_006572,WALLET_SYN_0117,WALLET_SYN_0202,2026-07-22T15:43:16Z,0.634235,USDT_SIM,transfer,SRC_005468,0.78,,ACT_0046,,medium
TX_006573,WALLET_SYN_0214,WALLET_SYN_0066,2024-12-31T04:37:32Z,0.681385,ETH_SIM,payment,SRC_003211,0.26,,ACT_0030,,medium
TX_006574,WALLET_SYN_0084,WALLET_SYN_0031,2026-08-27T00:00:00Z,2.13711,USDT_SIM,transfer,SRC_002863,0.68,ACT_0027,,,low
TX_006575,WALLET_SYN_0098,WALLET_SYN_0008,2025-10-01T18:08:11Z,0.146645,ETH_SIM,split,SRC_005162,0.83,,ACT_0051,,high
TX_006576,WALLET_SYN_0183,WALLET_SYN_0054,2024-12-03T02:17:28Z,2.626051,BTC_SIM,transfer,SRC_001008,0.23,ACT_0011,ACT_0022,,medium
TX_006577,WALLET_SYN_0151,WALLET_SYN_0142,2026-08-26T00:00:00Z,0.490513,USDT_SIM,escrow_release,SRC_003772,0.67,,,,medium
TX_006578,WALLET_SYN_0030,WALLET_SYN_0084,2026-06-02T22:04:42Z,0.519479,BTC_SIM,transfer,SRC_004116,0.33,,ACT_0027,,medium
TX_006579,WALLET_SYN_0037,WALLET_SYN_0032,2026-08-11T00:00:00Z,0.30751,BTC_SIM,transfer,SRC_005398,0.43,,ACT_0048,,low
TX_006580,WALLET_SYN_0141,WALLET_SYN_0041,2025-01-04T00:39:48Z,0.531034,ETH_SIM,transfer,SRC_001649,0.62,,,,medium
TX_006581,WALLET_SYN_0129,WALLET_SYN_0105,2026-07-19T10:13:48Z,1.840619,BTC_SIM,consolidation,SRC_005077,0.35,,,TXCLUSTER_006,low
TX_006582,WALLET_SYN_0125,WALLET_SYN_0105,2026-08-23T00:00:00Z,0.217326,ETH_SIM,transfer,SRC_005183,0.77,,,,low
TX_006583,WALLET_SYN_0159,WALLET_SYN_0101,2024-11-27T18:40:31Z,0.321391,BTC_SIM,payment,SRC_000417,0.67,ACT_0015,ACT_0013,,low
TX_006584,WALLET_SYN_0034,WALLET_SYN_0220,2026-08-29T00:00:00Z,0.144085,ETH_SIM,transfer,SRC_002417,0.68,ACT_0025,ACT_0016,,low
TX_006585,WALLET_SYN_0119,WALLET_SYN_0109,2026-08-10T00:00:00Z,0.59654,USDT_SIM,transfer,SRC_002603,0.98,,ACT_0045,,medium
TX_006586,WALLET_SYN_0190,WALLET_SYN_0052,2026-08-10T00:00:00Z,0.464954,USDT_SIM,transfer,SRC_001668,0.46,,ACT_0016,TXCLUSTER_007,medium
TX_006587,WALLET_SYN_0141,WALLET_SYN_0045,2025-02-21T18:21:03Z,0.080374,USDT_SIM,payment,SRC_000776,0.78,,ACT_0033,,low
TX_006588,WALLET_SYN_0140,WALLET_SYN_0151,2026-08-19T00:00:00Z,0.020248,BTC_SIM,transfer,SRC_001454,0.21,,,,low
TX_006589,WALLET_SYN_0021,WALLET_SYN_0022,2026-08-20T00:00:00Z,0.777423,BTC_SIM,transfer,SRC_002726,0.6,,ACT_0055,,medium
TX_006590,WALLET_SYN_0140,WALLET_SYN_0157,2026-08-22T00:00:00Z,0.243246,BTC_SIM,transfer,SRC_000108,0.36,,,,medium
TX_006591,WALLET_SYN_0140,WALLET_SYN_0205,2026-08-12T00:00:00Z,0.873417,USDT_SIM,transfer,SRC_003470,0.86,,,,low
TX_006592,WALLET_SYN_0073,WALLET_SYN_0130,2026-08-05T00:00:00Z,2.839849,USDT_SIM,transfer,SRC_004561,0.94,,,,medium
TX_006593,WALLET_SYN_0201,WALLET_SYN_0028,2024-02-25T02:17:28Z,0.469293,ETH_SIM,escrow_release,SRC_000153,0.77,ACT_0035,ACT_0007,,low
TX_006594,WALLET_SYN_0036,WALLET_SYN_0091,2026-08-21T00:00:00Z,0.274843,BTC_SIM,payment,SRC_004654,0.56,ACT_0007,ACT_0060,,low
TX_006595,WALLET_SYN_0198,WALLET_SYN_0053,2026-05-20T08:12:20Z,0.076026,BTC_SIM,transfer,SRC_005817,0.65,,ACT_0047,,high
TX_006596,WALLET_SYN_0128,WALLET_SYN_0179,2024-08-02T18:40:31Z,0.038525,ETH_SIM,transfer,SRC_003666,0.75,,,,low
TX_006597,WALLET_SYN_0168,WALLET_SYN_0153,2026-08-18T00:00:00Z,0.080053,USDT_SIM,payment,SRC_001195,0.74,ACT_0003,ACT_0054,,low
TX_006598,WALLET_SYN_0200,WALLET_SYN_0147,2026-03-18T11:56:59Z,0.18972,USDT_SIM,transfer,SRC_002032,0.68,,,,low
TX_006599,WALLET_SYN_0102,WALLET_SYN_0041,2024-04-12T08:56:39Z,0.01185,ETH_SIM,payment,SRC_002587,0.82,,,,low
TX_006600,WALLET_SYN_0058,WALLET_SYN_0138,2026-08-15T00:00:00Z,0.203365,USDT_SIM,transfer,SRC_005534,0.62,,,,medium
TX_006601,WALLET_SYN_0175,WALLET_SYN_0064,2026-08-06T00:00:00Z,0.617922,USDT_SIM,payment,SRC_002712,0.67,,ACT_0041,,medium
TX_006602,WALLET_SYN_0176,WALLET_SYN_0026,2026-08-15T00:00:00Z,0.065384,BTC_SIM,escrow_release,SRC_003879,0.71,ACT_0012,,TXCLUSTER_008,low
TX_006603,WALLET_SYN_0207,WALLET_SYN_0187,2024-08-29T21:36:22Z,0.12889,USDT_SIM,split,SRC_003506,0.2,,ACT_0011,TXCLUSTER_009,medium
TX_006604,WALLET_SYN_0096,WALLET_SYN_0161,2025-01-08T18:40:31Z,0.183908,ETH_SIM,escrow_release,SRC_005826,0.49,,,,low
TX_006605,WALLET_SYN_0211,WALLET_SYN_0171,2026-08-18T00:00:00Z,0.447779,USDT_SIM,payment,SRC_004180,0.31,,ACT_0054,,high
TX_006606,WALLET_SYN_0175,WALLET_SYN_0161,2024-08-18T21:36:22Z,0.022134,BTC_SIM,split,SRC_002516,0.76,,,,high
TX_006607,WALLET_SYN_0064,WALLET_SYN_0030,2025-01-27T01:12:14Z,0.493875,BTC_SIM,payment,SRC_005799,0.63,ACT_0041,,,low
TX_006608,WALLET_SYN_0131,WALLET_SYN_0217,2024-07-19T22:04:42Z,0.612167,BTC_SIM,transfer,SRC_003367,0.59,,,,low
TX_006609,WALLET_SYN_0079,WALLET_SYN_0078,2026-08-02T00:00:00Z,0.059991,USDT_SIM,transfer,SRC_004922,0.52,ACT_0043,ACT_0038,,low
TX_006610,WALLET_SYN_0023,WALLET_SYN_0121,2025-03-13T07:17:31Z,0.585277,ETH_SIM,split,SRC_000668,0.72,ACT_0044,,,low
TX_006611,WALLET_SYN_0011,WALLET_SYN_0147,2025-11-24T21:36:22Z,0.302197,USDT_SIM,escrow_release,SRC_004905,0.29,ACT_0043,,,low
TX_006612,WALLET_SYN_0112,WALLET_SYN_0096,2026-08-19T00:00:00Z,0.081056,USDT_SIM,payment,SRC_001008,0.73,ACT_0059,,,high
TX_006613,WALLET_SYN_0010,WALLET_SYN_0056,2026-01-01T10:20:14Z,0.475052,ETH_SIM,split,SRC_003991,0.81,,,,high
TX_006614,WALLET_SYN_0086,WALLET_SYN_0082,2026-07-20T18:00:37Z,0.088223,ETH_SIM,transfer,SRC_002475,0.79,,,,low
TX_006615,WALLET_SYN_0146,WALLET_SYN_0179,2025-10-30T11:07:27Z,0.473003,ETH_SIM,transfer,SRC_002483,0.89,ACT_0047,,,low
TX_006616,WALLET_SYN_0047,WALLET_SYN_0149,2026-08-13T00:00:00Z,0.307408,USDT_SIM,escrow_release,SRC_001880,0.35,ACT_0049,,,medium
TX_006617,WALLET_SYN_0218,WALLET_SYN_0066,2026-08-11T00:00:00Z,0.773213,BTC_SIM,transfer,SRC_000699,0.59,,ACT_0030,TXCLUSTER_010,low
TX_006618,WALLET_SYN_0179,WALLET_SYN_0094,2026-08-02T00:00:00Z,0.141885,BTC_SIM,transfer,SRC_001202,0.19,,ACT_0013,,medium
TX_006619,WALLET_SYN_0192,WALLET_SYN_0026,2025-08-13T04:37:32Z,0.263806,USDT_SIM,transfer,SRC_001969,0.36,,,,low
TX_006620,WALLET_SYN_0038,WALLET_SYN_0067,2026-08-31T00:00:00Z,0.193346,BTC_SIM,payment,SRC_000356,0.63,,ACT_0015,,medium
TX_006621,WALLET_SYN_0010,WALLET_SYN_0185,2026-08-27T00:00:00Z,0.04118,ETH_SIM,payment,SRC_003873,0.74,,,,medium
TX_006622,WALLET_SYN_0150,WALLET_SYN_0119,2026-01-27T17:09:54Z,0.219977,BTC_SIM,transfer,SRC_005784,0.51,ACT_0039,,,medium
TX_006623,WALLET_SYN_0142,WALLET_SYN_0155,2025-10-10T22:38:20Z,0.126853,BTC_SIM,split,SRC_005147,0.67,,,,low
TX_006624,WALLET_SYN_0103,WALLET_SYN_0171,2026-08-15T00:00:00Z,0.205326,ETH_SIM,payment,SRC_004557,0.66,ACT_0017,ACT_0054,,low
TX_006625,WALLET_SYN_0094,WALLET_SYN_0056,2026-08-30T00:00:00Z,0.085284,ETH_SIM,consolidation,SRC_001120,0.83,ACT_0013,,,low
TX_006626,WALLET_SYN_0173,WALLET_SYN_0201,2025-09-06T18:40:31Z,0.280981,ETH_SIM,transfer,SRC_005733,0.42,ACT_0030,ACT_0035,,high
TX_006627,WALLET_SYN_0182,WALLET_SYN_0130,2026-08-05T12:12:24Z,0.529556,BTC_SIM,split,SRC_002070,0.7,,,,low
TX_006628,WALLET_SYN_0033,WALLET_SYN_0200,2025-12-13T08:56:39Z,1.569549,ETH_SIM,transfer,SRC_000029,0.93,,,,medium
TX_006629,WALLET_SYN_0100,WALLET_SYN_0075,2026-08-16T00:00:00Z,0.772638,BTC_SIM,consolidation,SRC_000350,0.95,ACT_0008,,,low
TX_006630,WALLET_SYN_0054,WALLET_SYN_0187,2026-08-15T00:00:00Z,0.044136,USDT_SIM,escrow_release,SRC_001166,0.48,ACT_0022,ACT_0011,,medium
TX_006631,WALLET_SYN_0096,WALLET_SYN_0161,2026-08-06T10:37:19Z,0.189142,ETH_SIM,transfer,SRC_001802,0.47,,,,low
TX_006632,WALLET_SYN_0068,WALLET_SYN_0072,2026-08-11T00:00:00Z,0.063209,ETH_SIM,transfer,SRC_000778,0.77,,ACT_0009,,medium
TX_006633,WALLET_SYN_0187,WALLET_SYN_0198,2025-04-01T00:39:48Z,0.027778,ETH_SIM,transfer,SRC_001543,0.69,ACT_0011,,,low
TX_006634,WALLET_SYN_0085,WALLET_SYN_0219,2025-10-22T08:12:20Z,0.119188,BTC_SIM,consolidation,SRC_002470,0.78,,ACT_0007,TXCLUSTER_011,medium
TX_006635,WALLET_SYN_0057,WALLET_SYN_0102,2026-07-05T22:48:45Z,0.326882,USDT_SIM,transfer,SRC_001376,0.12,ACT_0056,,,low
TX_006636,WALLET_SYN_0013,WALLET_SYN_0112,2026-08-28T00:00:00Z,0.032282,BTC_SIM,payment,SRC_005531,0.58,,ACT_0059,,low
TX_006637,WALLET_SYN_0168,WALLET_SYN_0074,2026-07-22T12:53:27Z,0.340618,BTC_SIM,consolidation,SRC_000616,0.45,ACT_0003,ACT_0024,,medium
TX_006638,WALLET_SYN_0139,WALLET_SYN_0125,2025-11-29T07:17:31Z,0.414856,ETH_SIM,transfer,SRC_003941,0.47,ACT_0002,,,low
TX_006639,WALLET_SYN_0002,WALLET_SYN_0018,2026-08-26T00:00:00Z,0.858161,ETH_SIM,escrow_release,SRC_004964,0.89,ACT_0037,,,high
TX_006640,WALLET_SYN_0078,WALLET_SYN_0181,2026-08-30T00:00:00Z,0.261086,USDT_SIM,escrow_release,SRC_002422,0.36,ACT_0038,,,low
TX_006641,WALLET_SYN_0132,WALLET_SYN_0200,2026-07-14T20:05:11Z,0.55928,BTC_SIM,transfer,SRC_000354,0.52,ACT_0010,,,low
TX_006642,WALLET_SYN_0184,WALLET_SYN_0074,2026-02-23T04:37:32Z,2.05144,USDT_SIM,transfer,SRC_004626,0.36,,ACT_0024,,high
TX_006643,WALLET_SYN_0038,WALLET_SYN_0052,2026-08-30T00:00:00Z,0.144051,ETH_SIM,payment,SRC_002460,0.8,,ACT_0016,,medium
TX_006644,WALLET_SYN_0064,WALLET_SYN_0124,2026-08-07T00:00:00Z,0.015529,USDT_SIM,transfer,SRC_000356,0.95,ACT_0041,,,high
TX_006645,WALLET_SYN_0068,WALLET_SYN_0166,2026-08-31T00:00:00Z,0.177415,BTC_SIM,transfer,SRC_001134,0.64,,,,low
TX_006646,WALLET_SYN_0191,WALLET_SYN_0187,2026-08-23T00:00:00Z,0.485323,USDT_SIM,payment,SRC_000445,0.92,ACT_0009,ACT_0011,,low
TX_006647,WALLET_SYN_0214,WALLET_SYN_0094,2026-08-15T00:00:00Z,0.055795,ETH_SIM,transfer,SRC_003712,0.84,,ACT_0013,,medium
TX_006648,WALLET_SYN_0035,WALLET_SYN_0165,2025-07-10T10:20:14Z,0.352233,BTC_SIM,escrow_release,SRC_002848,0.86,,ACT_0037,,low
TX_006649,WALLET_SYN_0084,WALLET_SYN_0078,2026-08-07T00:00:00Z,0.060945,ETH_SIM,payment,SRC_000174,0.62,ACT_0027,ACT_0038,,low
TX_006650,WALLET_SYN_0109,WALLET_SYN_0030,2026-02-19T19:15:51Z,0.543831,USDT_SIM,transfer,SRC_001294,0.51,ACT_0045,,,low
TX_006651,WALLET_SYN_0218,WALLET_SYN_0080,2026-08-09T00:00:00Z,1.732414,USDT_SIM,consolidation,SRC_000200,0.66,,,,medium
TX_006652,WALLET_SYN_0048,WALLET_SYN_0112,2026-03-07T22:38:20Z,0.158938,BTC_SIM,transfer,SRC_002480,0.65,ACT_0050,ACT_0059,,medium
TX_006653,WALLET_SYN_0041,WALLET_SYN_0083,2026-08-10T00:00:00Z,0.635092,BTC_SIM,transfer,SRC_004780,0.85,,,,low
TX_006654,WALLET_SYN_0039,WALLET_SYN_0110,2026-08-23T00:00:00Z,0.809557,BTC_SIM,transfer,SRC_003240,0.34,,ACT_0033,,medium
TX_006655,WALLET_SYN_0047,WALLET_SYN_0158,2026-08-20T15:36:14Z,0.095932,BTC_SIM,escrow_release,SRC_000587,0.56,ACT_0049,,,low
TX_006656,WALLET_SYN_0003,WALLET_SYN_0180,2026-08-10T00:00:00Z,0.155058,USDT_SIM,payment,SRC_005561,0.34,ACT_0005,ACT_0031,,low
TX_006657,WALLET_SYN_0111,WALLET_SYN_0001,2026-02-12T17:55:46Z,1.262955,ETH_SIM,transfer,SRC_002996,0.92,ACT_0029,,,low
TX_006658,WALLET_SYN_0048,WALLET_SYN_0169,2026-08-07T00:00:00Z,0.169991,USDT_SIM,payment,SRC_005825,0.8,ACT_0050,,,medium
TX_006659,WALLET_SYN_0174,WALLET_SYN_0117,2025-04-16T08:56:39Z,0.289048,BTC_SIM,consolidation,SRC_000531,0.34,ACT_0052,,,low
TX_006660,WALLET_SYN_0024,WALLET_SYN_0206,2026-04-12T00:56:31Z,1.642847,BTC_SIM,transfer,SRC_001287,0.71,,ACT_0034,,medium
TX_006661,WALLET_SYN_0076,WALLET_SYN_0030,2026-05-30T12:53:27Z,0.079671,ETH_SIM,escrow_release,SRC_002382,0.85,ACT_0032,,,medium
TX_006662,WALLET_SYN_0199,WALLET_SYN_0067,2026-08-20T00:00:00Z,0.14796,USDT_SIM,transfer,SRC_004899,0.63,,ACT_0015,,low
TX_006663,WALLET_SYN_0199,WALLET_SYN_0137,2024-09-05T04:37:32Z,0.103643,BTC_SIM,transfer,SRC_000705,0.2,,ACT_0036,,medium
TX_006664,WALLET_SYN_0167,WALLET_SYN_0046,2026-02-04T22:04:42Z,0.031807,BTC_SIM,transfer,SRC_002693,0.6,ACT_0040,ACT_0050,,medium
TX_006665,WALLET_SYN_0033,WALLET_SYN_0035,2025-12-16T18:21:03Z,0.265938,USDT_SIM,transfer,SRC_001369,0.55,,,,low
TX_006666,WALLET_SYN_0131,WALLET_SYN_0013,2025-02-22T18:00:37Z,0.174629,BTC_SIM,escrow_release,SRC_004177,0.94,,,TXCLUSTER_012,medium
TX_006667,WALLET_SYN_0165,WALLET_SYN_0095,2026-08-11T00:00:00Z,0.395584,BTC_SIM,transfer,SRC_004517,0.76,ACT_0037,ACT_0020,,high
TX_006668,WALLET_SYN_0120,WALLET_SYN_0169,2024-04-24T02:17:28Z,0.277664,ETH_SIM,payment,SRC_005131,0.31,ACT_0040,,,low
TX_006669,WALLET_SYN_0150,WALLET_SYN_0023,2026-08-12T00:00:00Z,0.526931,USDT_SIM,transfer,SRC_003143,0.42,ACT_0039,ACT_0044,,medium
TX_006670,WALLET_SYN_0190,WALLET_SYN_0092,2025-01-31T13:12:42Z,0.614432,ETH_SIM,transfer,SRC_002934,0.48,,ACT_0004,TXCLUSTER_013,medium
TX_006671,WALLET_SYN_0217,WALLET_SYN_0154,2026-08-29T00:00:00Z,0.144199,USDT_SIM,payment,SRC_001697,0.6,,,,high
TX_006672,WALLET_SYN_0094,WALLET_SYN_0123,2025-07-02T10:13:48Z,0.405369,ETH_SIM,consolidation,SRC_001648,0.81,ACT_0013,ACT_0046,,low
TX_006673,WALLET_SYN_0180,WALLET_SYN_0214,2025-12-16T18:40:31Z,0.201951,ETH_SIM,payment,SRC_003765,0.73,ACT_0031,,,medium
TX_006674,WALLET_SYN_0099,WALLET_SYN_0203,2026-08-04T00:00:00Z,0.332836,ETH_SIM,transfer,SRC_002489,0.81,,,,low
TX_006675,WALLET_SYN_0093,WALLET_SYN_0021,2024-12-30T21:22:52Z,0.182092,USDT_SIM,payment,SRC_000624,0.72,ACT_0024,,,medium
TX_006676,WALLET_SYN_0175,WALLET_SYN_0032,2026-08-11T00:00:00Z,0.575246,USDT_SIM,payment,SRC_004699,0.63,,ACT_0048,,low
TX_006677,WALLET_SYN_0035,WALLET_SYN_0121,2025-11-04T01:20:48Z,0.102325,USDT_SIM,transfer,SRC_004910,0.43,,,,low
TX_006678,WALLET_SYN_0039,WALLET_SYN_0001,2026-06-30T20:28:06Z,0.489154,USDT_SIM,consolidation,SRC_000016,0.38,,,TXCLUSTER_014,low
TX_006679,WALLET_SYN_0057,WALLET_SYN_0192,2026-08-08T00:00:00Z,0.76258,ETH_SIM,transfer,SRC_000082,0.54,ACT_0056,,,low
TX_006680,WALLET_SYN_0206,WALLET_SYN_0047,2026-08-26T00:00:00Z,8.389904,ETH_SIM,payment,SRC_002805,0.58,ACT_0034,ACT_0049,,low
TX_006681,WALLET_SYN_0200,WALLET_SYN_0163,2025-12-06T20:05:11Z,0.223,ETH_SIM,escrow_release,SRC_001153,0.8,,ACT_0001,TXCLUSTER_015,low
TX_006682,WALLET_SYN_0031,WALLET_SYN_0041,2026-08-02T00:00:00Z,0.028152,ETH_SIM,transfer,SRC_003322,0.65,,,,medium
TX_006683,WALLET_SYN_0050,WALLET_SYN_0157,2026-08-16T00:00:00Z,0.202472,USDT_SIM,escrow_release,SRC_000595,0.71,ACT_0015,,,low
TX_006684,WALLET_SYN_0030,WALLET_SYN_0099,2026-08-07T00:00:00Z,0.034584,USDT_SIM,payment,SRC_001672,0.36,,,,low
TX_006685,WALLET_SYN_0030,WALLET_SYN_0040,2026-08-05T01:19:15Z,0.602437,ETH_SIM,payment,SRC_002564,0.7,,,,low
TX_006686,WALLET_SYN_0035,WALLET_SYN_0040,2026-08-12T00:00:00Z,0.096322,BTC_SIM,payment,SRC_003379,0.63,,,TXCLUSTER_016,low
TX_006687,WALLET_SYN_0121,WALLET_SYN_0168,2026-08-27T00:00:00Z,0.129019,ETH_SIM,escrow_release,SRC_000537,0.34,,ACT_0003,,medium
TX_006688,WALLET_SYN_0019,WALLET_SYN_0135,2025-06-23T22:51:37Z,0.479097,BTC_SIM,transfer,SRC_002764,0.39,ACT_0049,,,low
TX_006689,WALLET_SYN_0010,WALLET_SYN_0036,2026-08-12T00:00:00Z,0.629975,USDT_SIM,transfer,SRC_000963,0.52,,ACT_0007,,medium
TX_006690,WALLET_SYN_0114,WALLET_SYN_0120,2025-06-19T11:28:43Z,0.428941,BTC_SIM,transfer,SRC_004868,0.38,ACT_0018,ACT_0040,TXCLUSTER_017,high
TX_006691,WALLET_SYN_0088,WALLET_SYN_0131,2026-08-02T00:00:00Z,0.644697,BTC_SIM,split,SRC_002044,0.68,,,,low
TX_006692,WALLET_SYN_0173,WALLET_SYN_0095,2026-01-06T15:43:16Z,0.542861,ETH_SIM,transfer,SRC_001472,0.64,ACT_0030,ACT_0020,,medium
TX_006693,WALLET_SYN_0047,WALLET_SYN_0197,2026-08-08T00:00:00Z,0.095955,BTC_SIM,transfer,SRC_001264,0.73,ACT_0049,ACT_0028,,low
TX_006694,WALLET_SYN_0182,WALLET_SYN_0184,2024-06-17T04:37:32Z,0.157012,USDT_SIM,escrow_release,SRC_002817,0.83,,,,high
TX_006695,WALLET_SYN_0196,WALLET_SYN_0182,2026-03-17T01:20:48Z,0.108292,BTC_SIM,transfer,SRC_003673,0.57,,,,high
TX_006696,WALLET_SYN_0110,WALLET_SYN_0023,2024-08-01T11:56:59Z,0.023414,ETH_SIM,payment,SRC_002776,0.72,ACT_0033,ACT_0044,,high
TX_006697,WALLET_SYN_0033,WALLET_SYN_0035,2026-08-22T00:00:00Z,0.312488,USDT_SIM,payment,SRC_005796,0.21,,,,low
TX_006698,WALLET_SYN_0058,WALLET_SYN_0067,2026-08-27T00:00:00Z,0.028752,BTC_SIM,split,SRC_003545,0.49,,ACT_0015,,low
TX_006699,WALLET_SYN_0002,WALLET_SYN_0081,2024-09-21T18:40:31Z,0.240192,ETH_SIM,transfer,SRC_003015,0.54,ACT_0037,,,low
TX_006700,WALLET_SYN_0190,WALLET_SYN_0170,2026-08-02T00:00:00Z,0.609171,USDT_SIM,escrow_release,SRC_002500,0.29,,ACT_0014,,high
TX_006701,WALLET_SYN_0116,WALLET_SYN_0084,2026-08-21T00:00:00Z,0.036074,ETH_SIM,payment,SRC_000541,0.8,ACT_0058,ACT_0027,TXCLUSTER_018,high
TX_006702,WALLET_SYN_0158,WALLET_SYN_0119,2026-08-06T00:00:00Z,0.212353,USDT_SIM,escrow_release,SRC_001519,0.55,,,,low
TX_006703,WALLET_SYN_0061,WALLET_SYN_0151,2026-04-20T11:28:43Z,0.188196,BTC_SIM,consolidation,SRC_000827,0.29,ACT_0012,,,high
TX_006704,WALLET_SYN_0068,WALLET_SYN_0161,2026-08-20T00:00:00Z,0.050979,USDT_SIM,payment,SRC_005189,0.61,,,,low
TX_006705,WALLET_SYN_0200,WALLET_SYN_0055,2026-08-23T00:00:00Z,0.110849,USDT_SIM,escrow_release,SRC_003738,0.64,,ACT_0032,,low
TX_006706,WALLET_SYN_0011,WALLET_SYN_0101,2026-08-31T00:00:00Z,0.069327,USDT_SIM,consolidation,SRC_001861,0.36,ACT_0043,ACT_0013,,low
TX_006707,WALLET_SYN_0140,WALLET_SYN_0180,2026-08-29T00:00:00Z,2.219551,ETH_SIM,escrow_release,SRC_003723,0.29,,ACT_0031,,medium
TX_006708,WALLET_SYN_0085,WALLET_SYN_0017,2025-09-28T10:37:19Z,0.704854,USDT_SIM,consolidation,SRC_001971,0.95,,ACT_0012,,low
TX_006709,WALLET_SYN_0110,WALLET_SYN_0089,2026-08-04T00:00:00Z,0.342713,ETH_SIM,consolidation,SRC_004076,0.45,ACT_0033,,,low
TX_006710,WALLET_SYN_0173,WALLET_SYN_0025,2026-08-17T00:00:00Z,0.037542,BTC_SIM,transfer,SRC_005216,0.69,ACT_0030,ACT_0029,,medium
TX_006711,WALLET_SYN_0159,WALLET_SYN_0064,2025-04-21T19:31:51Z,0.620733,USDT_SIM,transfer,SRC_004193,0.4,ACT_0015,ACT_0041,,low
TX_006712,WALLET_SYN_0158,WALLET_SYN_0114,2026-08-24T00:00:00Z,0.307519,BTC_SIM,transfer,SRC_000440,0.64,,ACT_0018,,low
TX_006713,WALLET_SYN_0095,WALLET_SYN_0099,2026-08-23T00:00:00Z,1.251165,BTC_SIM,consolidation,SRC_002548,0.79,ACT_0020,,,low
TX_006714,WALLET_SYN_0052,WALLET_SYN_0210,2026-08-13T00:00:00Z,0.256956,BTC_SIM,split,SRC_003398,0.88,ACT_0016,ACT_0014,,low
TX_006715,WALLET_SYN_0208,WALLET_SYN_0220,2026-08-09T00:00:00Z,0.039671,ETH_SIM,split,SRC_004279,0.44,,ACT_0016,TXCLUSTER_019,low
TX_006716,WALLET_SYN_0036,WALLET_SYN_0190,2026-08-10T00:00:00Z,0.122638,ETH_SIM,payment,SRC_001311,0.76,ACT_0007,,,high
TX_006717,WALLET_SYN_0029,WALLET_SYN_0108,2026-08-24T00:00:00Z,0.045875,USDT_SIM,payment,SRC_004729,0.42,ACT_0011,ACT_0023,,medium
TX_006718,WALLET_SYN_0002,WALLET_SYN_0137,2026-08-21T00:00:00Z,0.19399,ETH_SIM,transfer,SRC_003648,0.78,ACT_0037,ACT_0036,,low
TX_006719,WALLET_SYN_0127,WALLET_SYN_0046,2026-08-28T00:00:00Z,2.46195,BTC_SIM,transfer,SRC_002344,0.64,,ACT_0050,,low
TX_006720,WALLET_SYN_0203,WALLET_SYN_0018,2025-11-02T08:12:20Z,0.138038,BTC_SIM,transfer,SRC_005048,0.88,,,,low
TX_006721,WALLET_SYN_0135,WALLET_SYN_0083,2026-08-08T00:00:00Z,0.166349,ETH_SIM,transfer,SRC_000308,0.9,,,TXCLUSTER_020,low
TX_006722,WALLET_SYN_0162,WALLET_SYN_0079,2025-11-01T10:13:48Z,0.07668,BTC_SIM,transfer,SRC_001937,0.76,,ACT_0043,,low
TX_006723,WALLET_SYN_0207,WALLET_SYN_0112,2026-06-24T00:47:04Z,0.113864,USDT_SIM,transfer,SRC_004144,0.49,,ACT_0059,,low
TX_006724,WALLET_SYN_0166,WALLET_SYN_0027,2025-08-22T22:06:12Z,0.119173,ETH_SIM,payment,SRC_001071,0.67,,ACT_0004,TXCLUSTER_021,medium
TX_006725,WALLET_SYN_0155,WALLET_SYN_0144,2024-12-17T07:17:31Z,1.070822,ETH_SIM,transfer,SRC_000231,0.72,,ACT_0037,,low
TX_006726,WALLET_SYN_0212,WALLET_SYN_0029,2026-07-07T04:35:29Z,0.0561,ETH_SIM,payment,SRC_004583,0.77,ACT_0057,ACT_0011,,low
TX_006727,WALLET_SYN_0037,WALLET_SYN_0149,2026-08-07T00:00:00Z,0.086773,USDT_SIM,escrow_release,SRC_002995,0.62,,,,medium
TX_006728,WALLET_SYN_0071,WALLET_SYN_0168,2025-12-24T10:20:14Z,0.118823,ETH_SIM,transfer,SRC_000153,0.4,,ACT_0003,,low
TX_006729,WALLET_SYN_0176,WALLET_SYN_0166,2026-08-04T00:00:00Z,0.273206,USDT_SIM,transfer,SRC_002555,0.95,ACT_0012,,,low
TX_006730,WALLET_SYN_0220,WALLET_SYN_0119,2026-08-29T00:00:00Z,0.026135,ETH_SIM,escrow_release,SRC_002979,0.57,ACT_0016,,,high
