indicator_id,actor_id,indicator_type,indicator_value,source_id,observed_at,indicator_detail,match_target,confidence,status,evidence_id
INFRA_002627,ACT_0040,domain,demo-node-2627.synthetic,SRC_005163,2026-08-21T00:00:00Z,Synthetic domain demo-node-2627.synthetic resolved via simulated crawler pass; associated with cluster INFRA_CLUSTER_10.,INFRA_CLUSTER_10,0.54,stale,EVD_002627
INFRA_002628,ACT_0060,descriptor_inconsistency,infra-host-2628.synthetic,SRC_003876,2026-08-02T00:00:00Z,Descriptor metadata for infra-host-2628.synthetic shows inconsistency suggesting shared operator in INFRA_CLUSTER_19.,INFRA_CLUSTER_19,0.54,active,EVD_002628
INFRA_002629,ACT_0053,tls_certificate,cert-synth-2629,SRC_002295,2026-02-26T22:04:42Z,Certificate metadata overlaps with synthetic domain group INFRA_CLUSTER_14.,INFRA_CLUSTER_14,0.65,retired,EVD_002629
INFRA_002630,ACT_0041,dns_relationship,infra-host-2630.synthetic,SRC_001713,2026-08-28T00:00:00Z,DNS relationship links infra-host-2630.synthetic to other nodes in INFRA_CLUSTER_07.,INFRA_CLUSTER_07,0.32,unverified,EVD_002630
INFRA_002631,,tls_certificate,cert-synth-2631,SRC_005659,2026-03-31T15:47:40Z,Certificate metadata overlaps with synthetic domain group INFRA_CLUSTER_26.,INFRA_CLUSTER_26,0.34,stale,EVD_002631
INFRA_002632,ACT_0059,infrastructure_overlap,infra-host-2632.synthetic,SRC_005672,2025-05-31T01:12:14Z,Direct infrastructure overlap between infra-host-2632.synthetic and known INFRA_CLUSTER_05 nodes.,INFRA_CLUSTER_05,0.44,active,EVD_002632
INFRA_002633,,clearnet_association,infra-host-2633.synthetic,SRC_004475,2026-01-25T20:28:06Z,"Clearnet mirror association found for infra-host-2633.synthetic, weak confidence link to INFRA_CLUSTER_11.",INFRA_CLUSTER_11,0.73,stale,EVD_002633
INFRA_002634,ACT_0028,certificate_metadata,infra-host-2634.synthetic,SRC_000049,2026-08-06T14:13:34Z,Certificate issuance pattern for infra-host-2634.synthetic aligns with INFRA_CLUSTER_30 timeline.,INFRA_CLUSTER_30,0.19,active,EVD_002634
INFRA_002635,ACT_0025,domain,demo-node-2635.synthetic,SRC_004741,2026-08-20T00:00:00Z,Synthetic domain demo-node-2635.synthetic resolved via simulated crawler pass; associated with cluster INFRA_CLUSTER_36.,INFRA_CLUSTER_36,0.42,retired,EVD_002635
INFRA_002636,ACT_0014,domain,demo-node-2636.synthetic,SRC_003737,2026-08-28T00:00:00Z,Synthetic domain demo-node-2636.synthetic resolved via simulated crawler pass; associated with cluster INFRA_CLUSTER_21.,INFRA_CLUSTER_21,0.32,retired,EVD_002636
INFRA_002637,ACT_0013,descriptor_inconsistency,infra-host-2637.synthetic,SRC_000563,2026-03-03T15:36:14Z,Descriptor metadata for infra-host-2637.synthetic shows inconsistency suggesting shared operator in INFRA_CLUSTER_05.,INFRA_CLUSTER_05,0.19,active,EVD_002637
INFRA_002638,,certificate_metadata,infra-host-2638.synthetic,SRC_003739,2026-08-19T00:00:00Z,Certificate issuance pattern for infra-host-2638.synthetic aligns with INFRA_CLUSTER_38 timeline.,INFRA_CLUSTER_38,0.24,stale,EVD_002638
INFRA_002639,ACT_0037,domain,demo-node-2639.synthetic,SRC_000698,2024-01-11T02:17:28Z,Synthetic domain demo-node-2639.synthetic resolved via simulated crawler pass; associated with cluster INFRA_CLUSTER_33.,INFRA_CLUSTER_33,0.5,retired,EVD_002639
INFRA_002640,ACT_0037,hosting_fingerprint,infra-host-2640.synthetic,SRC_003057,2026-08-10T00:00:00Z,Hosting fingerprint for infra-host-2640.synthetic consistent with other INFRA_CLUSTER_33 infrastructure.,INFRA_CLUSTER_33,0.48,unverified,EVD_002640
INFRA_002641,ACT_0031,server_banner,banner-synth-apache-67,SRC_002635,2026-08-28T00:00:00Z,Server banner fingerprint 'banner-synth-apache-67' matches prior observations in INFRA_CLUSTER_35.,INFRA_CLUSTER_35,0.58,retired,EVD_002641
INFRA_002642,ACT_0031,certificate_metadata,infra-host-2642.synthetic,SRC_005292,2026-08-20T00:00:00Z,Certificate issuance pattern for infra-host-2642.synthetic aligns with INFRA_CLUSTER_35 timeline.,INFRA_CLUSTER_35,0.32,stale,EVD_002642
INFRA_002643,ACT_0034,domain,demo-node-2643.synthetic,SRC_001533,2026-08-13T00:00:00Z,Synthetic domain demo-node-2643.synthetic resolved via simulated crawler pass; associated with cluster INFRA_CLUSTER_28.,INFRA_CLUSTER_28,0.3,active,EVD_002643
INFRA_002644,,server_banner,banner-synth-apache-70,SRC_004232,2026-08-16T00:00:00Z,Server banner fingerprint 'banner-synth-apache-70' matches prior observations in INFRA_CLUSTER_24.,INFRA_CLUSTER_24,0.49,stale,EVD_002644
INFRA_002645,ACT_0052,infrastructure_overlap,infra-host-2645.synthetic,SRC_001206,2026-09-01T00:00:00Z,Direct infrastructure overlap between infra-host-2645.synthetic and known INFRA_CLUSTER_23 nodes.,INFRA_CLUSTER_23,0.4,stale,EVD_002645
INFRA_002646,,server_status_exposure,infra-host-2646.synthetic,SRC_000798,2026-08-07T00:00:00Z,"Simulated status endpoint exposure detected on infra-host-2646.synthetic (non-exploitative, metadata only).",INFRA_CLUSTER_01,0.37,active,EVD_002646
INFRA_002647,ACT_0040,service_banner,banner-synth-apache-73,SRC_002853,2026-01-03T17:09:54Z,Service banner text for banner-synth-apache-73 closely matches banner text used elsewhere in INFRA_CLUSTER_10.,INFRA_CLUSTER_10,0.68,active,EVD_002647
INFRA_002648,ACT_0035,dns_relationship,infra-host-2648.synthetic,SRC_001204,2024-11-16T11:56:59Z,DNS relationship links infra-host-2648.synthetic to other nodes in INFRA_CLUSTER_15.,INFRA_CLUSTER_15,0.47,active,EVD_002648
INFRA_002649,ACT_0007,clearnet_association,infra-host-2649.synthetic,SRC_005084,2026-07-30T19:36:25Z,"Clearnet mirror association found for infra-host-2649.synthetic, weak confidence link to INFRA_CLUSTER_34.",INFRA_CLUSTER_34,0.58,active,EVD_002649
INFRA_002650,ACT_0020,infrastructure_overlap,infra-host-2650.synthetic,SRC_003434,2026-08-16T00:00:00Z,Direct infrastructure overlap between infra-host-2650.synthetic and known INFRA_CLUSTER_34 nodes.,INFRA_CLUSTER_34,0.7,active,EVD_002650
INFRA_002651,ACT_0047,tls_certificate,cert-synth-2651,SRC_004227,2026-08-12T00:00:00Z,Certificate metadata overlaps with synthetic domain group INFRA_CLUSTER_36.,INFRA_CLUSTER_36,0.23,retired,EVD_002651
INFRA_002652,ACT_0057,infrastructure_overlap,infra-host-2652.synthetic,SRC_004974,2026-08-16T00:00:00Z,Direct infrastructure overlap between infra-host-2652.synthetic and known INFRA_CLUSTER_12 nodes.,INFRA_CLUSTER_12,0.28,unverified,EVD_002652
INFRA_002653,ACT_0014,certificate_metadata,infra-host-2653.synthetic,SRC_004869,2026-08-07T15:43:16Z,Certificate issuance pattern for infra-host-2653.synthetic aligns with INFRA_CLUSTER_21 timeline.,INFRA_CLUSTER_21,0.15,active,EVD_002653
INFRA_002654,ACT_0013,server_banner,banner-synth-apache-80,SRC_001269,2026-08-28T00:00:00Z,Server banner fingerprint 'banner-synth-apache-80' matches prior observations in INFRA_CLUSTER_05.,INFRA_CLUSTER_05,0.34,active,EVD_002654
INFRA_002655,ACT_0024,clearnet_association,infra-host-2655.synthetic,SRC_005592,2026-08-22T01:19:15Z,"Clearnet mirror association found for infra-host-2655.synthetic, weak confidence link to INFRA_CLUSTER_34.",INFRA_CLUSTER_34,0.18,unverified,EVD_002655
INFRA_002656,ACT_0002,clearnet_association,infra-host-2656.synthetic,SRC_004510,2025-10-30T18:21:03Z,"Clearnet mirror association found for infra-host-2656.synthetic, weak confidence link to INFRA_CLUSTER_12.",INFRA_CLUSTER_12,0.07,active,EVD_002656
INFRA_002657,ACT_0032,hosting_fingerprint,infra-host-2657.synthetic,SRC_002066,2026-08-12T00:00:00Z,Hosting fingerprint for infra-host-2657.synthetic consistent with other INFRA_CLUSTER_40 infrastructure.,INFRA_CLUSTER_40,0.29,stale,EVD_002657
INFRA_002658,,service_banner,banner-synth-apache-84,SRC_005765,2026-08-17T00:00:00Z,Service banner text for banner-synth-apache-84 closely matches banner text used elsewhere in INFRA_CLUSTER_09.,INFRA_CLUSTER_09,0.55,active,EVD_002658
INFRA_002659,ACT_0033,infrastructure_overlap,infra-host-2659.synthetic,SRC_005664,2024-08-18T22:38:20Z,Direct infrastructure overlap between infra-host-2659.synthetic and known INFRA_CLUSTER_08 nodes.,INFRA_CLUSTER_08,0.48,stale,EVD_002659
INFRA_002660,ACT_0022,server_banner,banner-synth-apache-86,SRC_001337,2026-09-01T00:00:00Z,Server banner fingerprint 'banner-synth-apache-86' matches prior observations in INFRA_CLUSTER_06.,INFRA_CLUSTER_06,0.69,active,EVD_002660
INFRA_002661,ACT_0023,domain,demo-node-2661.synthetic,SRC_004927,2025-02-18T04:37:32Z,Synthetic domain demo-node-2661.synthetic resolved via simulated crawler pass; associated with cluster INFRA_CLUSTER_26.,INFRA_CLUSTER_26,0.53,active,EVD_002661
INFRA_002662,ACT_0026,service_banner,banner-synth-caddy-88,SRC_005219,2025-07-31T22:51:37Z,Service banner text for banner-synth-caddy-88 closely matches banner text used elsewhere in INFRA_CLUSTER_10.,INFRA_CLUSTER_10,0.43,stale,EVD_002662
INFRA_002663,ACT_0039,service_banner,banner-synth-caddy-89,SRC_003706,2025-02-19T10:13:48Z,Service banner text for banner-synth-caddy-89 closely matches banner text used elsewhere in INFRA_CLUSTER_18.,INFRA_CLUSTER_18,0.13,stale,EVD_002663
INFRA_002664,,infrastructure_overlap,infra-host-2664.synthetic,SRC_000087,2025-11-10T18:08:11Z,Direct infrastructure overlap between infra-host-2664.synthetic and known INFRA_CLUSTER_25 nodes.,INFRA_CLUSTER_25,0.05,unverified,EVD_002664
INFRA_002665,,certificate_metadata,infra-host-2665.synthetic,SRC_003563,2026-08-12T00:00:00Z,Certificate issuance pattern for infra-host-2665.synthetic aligns with INFRA_CLUSTER_35 timeline.,INFRA_CLUSTER_35,0.3,unverified,EVD_002665
INFRA_002666,,tls_certificate,cert-synth-2666,SRC_002328,2024-06-15T22:04:42Z,Certificate metadata overlaps with synthetic domain group INFRA_CLUSTER_20.,INFRA_CLUSTER_20,0.31,active,EVD_002666
INFRA_002667,ACT_0047,server_banner,banner-synth-caddy-93,SRC_003724,2026-02-18T22:51:37Z,Server banner fingerprint 'banner-synth-caddy-93' matches prior observations in INFRA_CLUSTER_36.,INFRA_CLUSTER_36,0.2,stale,EVD_002667
INFRA_002668,ACT_0059,server_banner,banner-synth-caddy-94,SRC_004325,2026-03-07T18:08:11Z,Server banner fingerprint 'banner-synth-caddy-94' matches prior observations in INFRA_CLUSTER_05.,INFRA_CLUSTER_05,0.55,stale,EVD_002668
INFRA_002669,ACT_0015,server_status_exposure,infra-host-2669.synthetic,SRC_004112,2025-11-01T21:47:44Z,"Simulated status endpoint exposure detected on infra-host-2669.synthetic (non-exploitative, metadata only).",INFRA_CLUSTER_04,0.26,stale,EVD_002669
INFRA_002670,ACT_0015,dns_relationship,infra-host-2670.synthetic,SRC_004789,2024-06-14T11:56:59Z,DNS relationship links infra-host-2670.synthetic to other nodes in INFRA_CLUSTER_04.,INFRA_CLUSTER_04,0.54,active,EVD_002670
INFRA_002671,ACT_0029,server_banner,banner-synth-caddy-97,SRC_001740,2026-08-20T00:00:00Z,Server banner fingerprint 'banner-synth-caddy-97' matches prior observations in INFRA_CLUSTER_24.,INFRA_CLUSTER_24,0.07,stale,EVD_002671
INFRA_002672,ACT_0039,hosting_fingerprint,infra-host-2672.synthetic,SRC_003284,2025-03-27T02:17:28Z,Hosting fingerprint for infra-host-2672.synthetic consistent with other INFRA_CLUSTER_18 infrastructure.,INFRA_CLUSTER_18,0.45,active,EVD_002672
INFRA_002673,ACT_0034,service_banner,banner-synth-apache-00,SRC_004253,2025-05-17T10:13:36Z,Service banner text for banner-synth-apache-00 closely matches banner text used elsewhere in INFRA_CLUSTER_28.,INFRA_CLUSTER_28,0.59,stale,EVD_002673
INFRA_002674,,service_banner,banner-synth-apache-01,SRC_004943,2026-03-03T18:40:31Z,Service banner text for banner-synth-apache-01 closely matches banner text used elsewhere in INFRA_CLUSTER_16.,INFRA_CLUSTER_16,0.56,active,EVD_002674
INFRA_002675,ACT_0003,tls_certificate,cert-synth-2675,SRC_000573,2025-07-20T02:17:28Z,Certificate metadata overlaps with synthetic domain group INFRA_CLUSTER_03.,INFRA_CLUSTER_03,0.68,stale,EVD_002675
INFRA_002676,ACT_0039,service_banner,banner-synth-nginx-03,SRC_001446,2026-07-21T10:20:14Z,Service banner text for banner-synth-nginx-03 closely matches banner text used elsewhere in INFRA_CLUSTER_18.,INFRA_CLUSTER_18,0.26,active,EVD_002676
INFRA_002677,ACT_0048,tls_certificate,cert-synth-2677,SRC_002086,2025-09-07T14:13:34Z,Certificate metadata overlaps with synthetic domain group INFRA_CLUSTER_26.,INFRA_CLUSTER_26,0.11,retired,EVD_002677
INFRA_002678,,certificate_metadata,infra-host-2678.synthetic,SRC_000987,2026-08-15T00:00:00Z,Certificate issuance pattern for infra-host-2678.synthetic aligns with INFRA_CLUSTER_35 timeline.,INFRA_CLUSTER_35,0.42,active,EVD_002678
INFRA_002679,ACT_0015,server_status_exposure,infra-host-2679.synthetic,SRC_004072,2026-08-30T00:00:00Z,"Simulated status endpoint exposure detected on infra-host-2679.synthetic (non-exploitative, metadata only).",INFRA_CLUSTER_04,0.36,stale,EVD_002679
INFRA_002680,ACT_0049,tls_certificate,cert-synth-2680,SRC_004612,2026-08-08T00:00:00Z,Certificate metadata overlaps with synthetic domain group INFRA_CLUSTER_12.,INFRA_CLUSTER_12,0.32,unverified,EVD_002680
INFRA_002681,ACT_0033,tls_certificate,cert-synth-2681,SRC_000919,2026-07-07T22:48:45Z,Certificate metadata overlaps with synthetic domain group INFRA_CLUSTER_08.,INFRA_CLUSTER_08,0.3,stale,EVD_002681
INFRA_002682,ACT_0043,infrastructure_overlap,infra-host-2682.synthetic,SRC_004503,2025-12-26T18:00:37Z,Direct infrastructure overlap between infra-host-2682.synthetic and known INFRA_CLUSTER_23 nodes.,INFRA_CLUSTER_23,0.25,stale,EVD_002682
INFRA_002683,ACT_0045,tls_certificate,cert-synth-2683,SRC_003680,2024-12-29T10:37:19Z,Certificate metadata overlaps with synthetic domain group INFRA_CLUSTER_39.,INFRA_CLUSTER_39,0.19,retired,EVD_002683
INFRA_002684,ACT_0058,descriptor_inconsistency,infra-host-2684.synthetic,SRC_003487,2025-03-04T13:12:42Z,Descriptor metadata for infra-host-2684.synthetic shows inconsistency suggesting shared operator in INFRA_CLUSTER_21.,INFRA_CLUSTER_21,0.16,stale,EVD_002684
INFRA_002685,ACT_0021,server_banner,banner-synth-nginx-12,SRC_002154,2026-08-09T00:00:00Z,Server banner fingerprint 'banner-synth-nginx-12' matches prior observations in INFRA_CLUSTER_22.,INFRA_CLUSTER_22,0.34,stale,EVD_002685
INFRA_002686,ACT_0023,tls_certificate,cert-synth-2686,SRC_002460,2025-02-10T22:51:37Z,Certificate metadata overlaps with synthetic domain group INFRA_CLUSTER_26.,INFRA_CLUSTER_26,0.15,unverified,EVD_002686
INFRA_002687,ACT_0041,infrastructure_overlap,infra-host-2687.synthetic,SRC_000706,2025-10-30T21:22:52Z,Direct infrastructure overlap between infra-host-2687.synthetic and known INFRA_CLUSTER_07 nodes.,INFRA_CLUSTER_07,0.45,active,EVD_002687
INFRA_002688,,server_status_exposure,infra-host-2688.synthetic,SRC_002653,2026-08-21T00:00:00Z,"Simulated status endpoint exposure detected on infra-host-2688.synthetic (non-exploitative, metadata only).",INFRA_CLUSTER_32,0.32,retired,EVD_002688
INFRA_002689,ACT_0022,descriptor_inconsistency,infra-host-2689.synthetic,SRC_002950,2026-08-28T00:00:00Z,Descriptor metadata for infra-host-2689.synthetic shows inconsistency suggesting shared operator in INFRA_CLUSTER_06.,INFRA_CLUSTER_06,0.09,unverified,EVD_002689
INFRA_002690,,server_status_exposure,infra-host-2690.synthetic,SRC_001411,2026-08-08T00:00:00Z,"Simulated status endpoint exposure detected on infra-host-2690.synthetic (non-exploitative, metadata only).",INFRA_CLUSTER_11,0.31,retired,EVD_002690
INFRA_002691,ACT_0017,certificate_metadata,infra-host-2691.synthetic,SRC_003491,2026-06-19T18:10:40Z,Certificate issuance pattern for infra-host-2691.synthetic aligns with INFRA_CLUSTER_08 timeline.,INFRA_CLUSTER_08,0.54,retired,EVD_002691
INFRA_002692,ACT_0046,descriptor_inconsistency,infra-host-2692.synthetic,SRC_001696,2026-08-19T00:00:00Z,Descriptor metadata for infra-host-2692.synthetic shows inconsistency suggesting shared operator in INFRA_CLUSTER_34.,INFRA_CLUSTER_34,0.58,active,EVD_002692
INFRA_002693,ACT_0028,descriptor_inconsistency,infra-host-2693.synthetic,SRC_000063,2026-08-20T00:00:00Z,Descriptor metadata for infra-host-2693.synthetic shows inconsistency suggesting shared operator in INFRA_CLUSTER_30.,INFRA_CLUSTER_30,0.27,active,EVD_002693
INFRA_002694,ACT_0039,domain,demo-node-2694.synthetic,SRC_001867,2026-08-22T00:00:00Z,Synthetic domain demo-node-2694.synthetic resolved via simulated crawler pass; associated with cluster INFRA_CLUSTER_18.,INFRA_CLUSTER_18,0.4,active,EVD_002694
INFRA_002695,ACT_0007,descriptor_inconsistency,infra-host-2695.synthetic,SRC_003285,2025-08-16T19:31:51Z,Descriptor metadata for infra-host-2695.synthetic shows inconsistency suggesting shared operator in INFRA_CLUSTER_34.,INFRA_CLUSTER_34,0.05,unverified,EVD_002695
INFRA_002696,ACT_0024,server_status_exposure,infra-host-2696.synthetic,SRC_003935,2025-10-28T19:15:51Z,"Simulated status endpoint exposure detected on infra-host-2696.synthetic (non-exploitative, metadata only).",INFRA_CLUSTER_34,0.46,stale,EVD_002696
INFRA_002697,ACT_0014,certificate_metadata,infra-host-2697.synthetic,SRC_001360,2026-08-18T00:00:00Z,Certificate issuance pattern for infra-host-2697.synthetic aligns with INFRA_CLUSTER_21 timeline.,INFRA_CLUSTER_21,0.11,stale,EVD_002697
INFRA_002698,ACT_0036,server_banner,banner-synth-apache-25,SRC_005069,2025-12-09T18:00:37Z,Server banner fingerprint 'banner-synth-apache-25' matches prior observations in INFRA_CLUSTER_22.,INFRA_CLUSTER_22,0.56,unverified,EVD_002698
INFRA_002699,ACT_0048,dns_relationship,infra-host-2699.synthetic,SRC_004380,2026-08-16T00:00:00Z,DNS relationship links infra-host-2699.synthetic to other nodes in INFRA_CLUSTER_26.,INFRA_CLUSTER_26,0.27,active,EVD_002699
INFRA_002700,ACT_0037,domain,demo-node-2700.synthetic,SRC_003268,2026-08-03T00:00:00Z,Synthetic domain demo-node-2700.synthetic resolved via simulated crawler pass; associated with cluster INFRA_CLUSTER_33.,INFRA_CLUSTER_33,0.33,stale,EVD_002700
INFRA_002701,ACT_0043,service_banner,banner-synth-apache-28,SRC_003992,2026-08-17T00:00:00Z,Service banner text for banner-synth-apache-28 closely matches banner text used elsewhere in INFRA_CLUSTER_23.,INFRA_CLUSTER_23,0.3,active,EVD_002701
INFRA_002702,ACT_0013,dns_relationship,infra-host-2702.synthetic,SRC_003427,2026-08-24T00:00:00Z,DNS relationship links infra-host-2702.synthetic to other nodes in INFRA_CLUSTER_05.,INFRA_CLUSTER_05,0.55,stale,EVD_002702
INFRA_002703,ACT_0031,server_banner,banner-synth-caddy-30,SRC_000482,2026-08-12T00:00:00Z,Server banner fingerprint 'banner-synth-caddy-30' matches prior observations in INFRA_CLUSTER_35.,INFRA_CLUSTER_35,0.63,stale,EVD_002703
INFRA_002704,ACT_0020,service_banner,banner-synth-caddy-31,SRC_001775,2026-06-27T15:47:40Z,Service banner text for banner-synth-caddy-31 closely matches banner text used elsewhere in INFRA_CLUSTER_34.,INFRA_CLUSTER_34,0.28,unverified,EVD_002704
INFRA_002705,,hosting_fingerprint,infra-host-2705.synthetic,SRC_001340,2026-08-04T00:00:00Z,Hosting fingerprint for infra-host-2705.synthetic consistent with other INFRA_CLUSTER_20 infrastructure.,INFRA_CLUSTER_20,0.49,unverified,EVD_002705
INFRA_002706,ACT_0046,tls_certificate,cert-synth-2706,SRC_000301,2026-08-25T00:00:00Z,Certificate metadata overlaps with synthetic domain group INFRA_CLUSTER_34.,INFRA_CLUSTER_34,0.11,retired,EVD_002706
INFRA_002707,ACT_0045,hosting_fingerprint,infra-host-2707.synthetic,SRC_004078,2026-08-12T00:00:00Z,Hosting fingerprint for infra-host-2707.synthetic consistent with other INFRA_CLUSTER_39 infrastructure.,INFRA_CLUSTER_39,0.38,stale,EVD_002707
INFRA_002708,ACT_0011,clearnet_association,infra-host-2708.synthetic,SRC_005084,2026-08-14T00:00:00Z,"Clearnet mirror association found for infra-host-2708.synthetic, weak confidence link to INFRA_CLUSTER_03.",INFRA_CLUSTER_03,0.36,unverified,EVD_002708
INFRA_002709,,server_banner,banner-synth-nginx-36,SRC_003813,2026-05-22T18:00:37Z,Server banner fingerprint 'banner-synth-nginx-36' matches prior observations in INFRA_CLUSTER_17.,INFRA_CLUSTER_17,0.48,retired,EVD_002709
INFRA_002710,ACT_0025,certificate_metadata,infra-host-2710.synthetic,SRC_000728,2024-09-25T18:21:03Z,Certificate issuance pattern for infra-host-2710.synthetic aligns with INFRA_CLUSTER_36 timeline.,INFRA_CLUSTER_36,0.36,unverified,EVD_002710
INFRA_002711,ACT_0019,infrastructure_overlap,infra-host-2711.synthetic,SRC_004202,2026-08-11T00:00:00Z,Direct infrastructure overlap between infra-host-2711.synthetic and known INFRA_CLUSTER_19 nodes.,INFRA_CLUSTER_19,0.32,active,EVD_002711
INFRA_002712,ACT_0001,tls_certificate,cert-synth-2712,SRC_002243,2026-05-12T10:37:19Z,Certificate metadata overlaps with synthetic domain group INFRA_CLUSTER_08.,INFRA_CLUSTER_08,0.32,retired,EVD_002712
INFRA_002713,ACT_0025,service_banner,banner-synth-nginx-40,SRC_002820,2026-08-28T12:12:24Z,Service banner text for banner-synth-nginx-40 closely matches banner text used elsewhere in INFRA_CLUSTER_36.,INFRA_CLUSTER_36,0.37,active,EVD_002713
INFRA_002714,ACT_0040,certificate_metadata,infra-host-2714.synthetic,SRC_005335,2026-09-01T00:00:00Z,Certificate issuance pattern for infra-host-2714.synthetic aligns with INFRA_CLUSTER_10 timeline.,INFRA_CLUSTER_10,0.2,active,EVD_002714
INFRA_002715,ACT_0039,hosting_fingerprint,infra-host-2715.synthetic,SRC_002227,2026-07-18T13:12:42Z,Hosting fingerprint for infra-host-2715.synthetic consistent with other INFRA_CLUSTER_18 infrastructure.,INFRA_CLUSTER_18,0.35,retired,EVD_002715
INFRA_002716,ACT_0046,descriptor_inconsistency,infra-host-2716.synthetic,SRC_003420,2026-08-11T00:00:00Z,Descriptor metadata for infra-host-2716.synthetic shows inconsistency suggesting shared operator in INFRA_CLUSTER_34.,INFRA_CLUSTER_34,0.37,unverified,EVD_002716
INFRA_002717,,descriptor_inconsistency,infra-host-2717.synthetic,SRC_000979,2025-07-28T20:05:11Z,Descriptor metadata for infra-host-2717.synthetic shows inconsistency suggesting shared operator in INFRA_CLUSTER_13.,INFRA_CLUSTER_13,0.09,unverified,EVD_002717
INFRA_002718,ACT_0034,descriptor_inconsistency,infra-host-2718.synthetic,SRC_000441,2026-08-18T00:00:00Z,Descriptor metadata for infra-host-2718.synthetic shows inconsistency suggesting shared operator in INFRA_CLUSTER_28.,INFRA_CLUSTER_28,0.27,unverified,EVD_002718
INFRA_002719,ACT_0025,tls_certificate,cert-synth-2719,SRC_003543,2026-08-31T00:00:00Z,Certificate metadata overlaps with synthetic domain group INFRA_CLUSTER_36.,INFRA_CLUSTER_36,0.26,stale,EVD_002719
INFRA_002720,ACT_0019,server_banner,banner-synth-caddy-47,SRC_004875,2026-08-16T00:00:00Z,Server banner fingerprint 'banner-synth-caddy-47' matches prior observations in INFRA_CLUSTER_19.,INFRA_CLUSTER_19,0.42,retired,EVD_002720
INFRA_002721,ACT_0009,service_banner,banner-synth-apache-48,SRC_001176,2026-08-27T00:00:00Z,Service banner text for banner-synth-apache-48 closely matches banner text used elsewhere in INFRA_CLUSTER_38.,INFRA_CLUSTER_38,0.51,stale,EVD_002721
INFRA_002722,ACT_0015,tls_certificate,cert-synth-2722,SRC_001716,2026-08-26T00:00:00Z,Certificate metadata overlaps with synthetic domain group INFRA_CLUSTER_04.,INFRA_CLUSTER_04,0.43,active,EVD_002722
INFRA_002723,ACT_0042,hosting_fingerprint,infra-host-2723.synthetic,SRC_002235,2026-08-15T00:00:00Z,Hosting fingerprint for infra-host-2723.synthetic consistent with other INFRA_CLUSTER_39 infrastructure.,INFRA_CLUSTER_39,0.47,active,EVD_002723
INFRA_002724,ACT_0013,certificate_metadata,infra-host-2724.synthetic,SRC_000166,2025-06-14T19:31:51Z,Certificate issuance pattern for infra-host-2724.synthetic aligns with INFRA_CLUSTER_05 timeline.,INFRA_CLUSTER_05,0.19,active,EVD_002724
INFRA_002725,ACT_0054,server_status_exposure,infra-host-2725.synthetic,SRC_004017,2026-08-26T00:00:00Z,"Simulated status endpoint exposure detected on infra-host-2725.synthetic (non-exploitative, metadata only).",INFRA_CLUSTER_08,0.42,retired,EVD_002725
INFRA_002726,ACT_0035,descriptor_inconsistency,infra-host-2726.synthetic,SRC_002352,2025-09-11T10:13:48Z,Descriptor metadata for infra-host-2726.synthetic shows inconsistency suggesting shared operator in INFRA_CLUSTER_15.,INFRA_CLUSTER_15,0.69,stale,EVD_002726
INFRA_002727,ACT_0036,service_banner,banner-synth-nginx-54,SRC_001526,2026-08-31T00:00:00Z,Service banner text for banner-synth-nginx-54 closely matches banner text used elsewhere in INFRA_CLUSTER_22.,INFRA_CLUSTER_22,0.75,active,EVD_002727
INFRA_002728,ACT_0031,tls_certificate,cert-synth-2728,SRC_005437,2025-11-27T01:20:48Z,Certificate metadata overlaps with synthetic domain group INFRA_CLUSTER_35.,INFRA_CLUSTER_35,0.44,active,EVD_002728
INFRA_002729,ACT_0044,infrastructure_overlap,infra-host-2729.synthetic,SRC_000482,2026-08-10T00:00:00Z,Direct infrastructure overlap between infra-host-2729.synthetic and known INFRA_CLUSTER_05 nodes.,INFRA_CLUSTER_05,0.09,stale,EVD_002729
INFRA_002730,ACT_0036,service_banner,banner-synth-nginx-57,SRC_005249,2026-08-08T00:00:00Z,Service banner text for banner-synth-nginx-57 closely matches banner text used elsewhere in INFRA_CLUSTER_22.,INFRA_CLUSTER_22,0.15,active,EVD_002730
INFRA_002731,ACT_0020,service_banner,banner-synth-nginx-58,SRC_000573,2024-07-13T13:12:42Z,Service banner text for banner-synth-nginx-58 closely matches banner text used elsewhere in INFRA_CLUSTER_34.,INFRA_CLUSTER_34,0.05,unverified,EVD_002731
INFRA_002732,,domain,demo-node-2732.synthetic,SRC_004879,2026-08-10T00:00:00Z,Synthetic domain demo-node-2732.synthetic resolved via simulated crawler pass; associated with cluster INFRA_CLUSTER_05.,INFRA_CLUSTER_05,0.17,stale,EVD_002732
INFRA_002733,ACT_0035,server_banner,banner-synth-apache-60,SRC_003712,2026-02-03T10:59:17Z,Server banner fingerprint 'banner-synth-apache-60' matches prior observations in INFRA_CLUSTER_15.,INFRA_CLUSTER_15,0.55,active,EVD_002733
INFRA_002734,ACT_0047,server_banner,banner-synth-caddy-61,SRC_005047,2026-08-30T00:00:00Z,Server banner fingerprint 'banner-synth-caddy-61' matches prior observations in INFRA_CLUSTER_36.,INFRA_CLUSTER_36,0.1,active,EVD_002734
