relationship_id,source_entity_type,source_entity_id,relationship_type,target_entity_type,target_entity_id,source_id,timestamp,confidence,evidence_id,relationship_status
REL_013281,wallet,WALLET_SYN_0027,CONNECTED_TO,wallet,WALLET_SYN_0141,SRC_002623,2026-08-13T00:00:00Z,0.57,EVD_113281,confirmed
REL_013282,wallet,WALLET_SYN_0027,TRANSACTED_WITH,wallet,WALLET_SYN_0141,SRC_001124,2026-08-13T00:00:00Z,0.57,EVD_113282,confirmed
REL_013283,wallet,WALLET_SYN_0046,CONNECTED_TO,wallet,WALLET_SYN_0015,SRC_004665,2026-04-14T01:20:48Z,0.63,EVD_113283,confirmed
REL_013284,wallet,WALLET_SYN_0046,TRANSACTED_WITH,wallet,WALLET_SYN_0015,SRC_004193,2026-04-14T01:20:48Z,0.63,EVD_113284,confirmed
REL_013285,wallet,WALLET_SYN_0206,CONNECTED_TO,wallet,WALLET_SYN_0142,SRC_001176,2026-08-11T00:00:00Z,0.59,EVD_113285,confirmed
REL_013286,wallet,WALLET_SYN_0206,TRANSACTED_WITH,wallet,WALLET_SYN_0142,SRC_004846,2026-08-11T00:00:00Z,0.59,EVD_113286,confirmed
REL_013287,wallet,WALLET_SYN_0150,CONNECTED_TO,wallet,WALLET_SYN_0023,SRC_004038,2026-08-12T00:00:00Z,0.42,EVD_113287,confirmed
REL_013288,wallet,WALLET_SYN_0150,TRANSACTED_WITH,wallet,WALLET_SYN_0023,SRC_001101,2026-08-12T00:00:00Z,0.42,EVD_113288,confirmed
REL_013289,wallet,WALLET_SYN_0040,CONNECTED_TO,wallet,WALLET_SYN_0143,SRC_000486,2026-08-31T00:00:00Z,0.93,EVD_113289,confirmed
REL_013290,wallet,WALLET_SYN_0040,TRANSACTED_WITH,wallet,WALLET_SYN_0143,SRC_003968,2026-08-31T00:00:00Z,0.93,EVD_113290,confirmed
REL_013291,wallet,WALLET_SYN_0202,CONNECTED_TO,wallet,WALLET_SYN_0078,SRC_001647,2026-08-22T00:00:00Z,0.68,EVD_113291,confirmed
REL_013292,wallet,WALLET_SYN_0202,TRANSACTED_WITH,wallet,WALLET_SYN_0078,SRC_000582,2026-08-22T00:00:00Z,0.68,EVD_113292,confirmed
REL_013293,wallet,WALLET_SYN_0142,CONNECTED_TO,wallet,WALLET_SYN_0005,SRC_005086,2026-07-12T10:59:17Z,0.91,EVD_113293,confirmed
REL_013294,wallet,WALLET_SYN_0142,TRANSACTED_WITH,wallet,WALLET_SYN_0005,SRC_004062,2026-07-12T10:59:17Z,0.91,EVD_113294,confirmed
REL_013295,wallet,WALLET_SYN_0026,CONNECTED_TO,wallet,WALLET_SYN_0042,SRC_002693,2026-08-15T00:00:00Z,0.73,EVD_113295,confirmed
REL_013296,wallet,WALLET_SYN_0026,TRANSACTED_WITH,wallet,WALLET_SYN_0042,SRC_001613,2026-08-15T00:00:00Z,0.73,EVD_113296,confirmed
REL_013297,wallet,WALLET_SYN_0183,CONNECTED_TO,wallet,WALLET_SYN_0038,SRC_002103,2026-08-14T00:00:00Z,0.61,EVD_113297,confirmed
REL_013298,wallet,WALLET_SYN_0183,TRANSACTED_WITH,wallet,WALLET_SYN_0038,SRC_003312,2026-08-14T00:00:00Z,0.61,EVD_113298,confirmed
REL_013299,wallet,WALLET_SYN_0201,CONNECTED_TO,wallet,WALLET_SYN_0105,SRC_000578,2025-10-04T10:20:14Z,0.73,EVD_113299,confirmed
REL_013300,wallet,WALLET_SYN_0201,TRANSACTED_WITH,wallet,WALLET_SYN_0105,SRC_005636,2025-10-04T10:20:14Z,0.73,EVD_113300,confirmed
REL_013301,wallet,WALLET_SYN_0026,CONNECTED_TO,wallet,WALLET_SYN_0092,SRC_000652,2026-08-14T00:00:00Z,0.29,EVD_113301,confirmed
REL_013302,wallet,WALLET_SYN_0026,TRANSACTED_WITH,wallet,WALLET_SYN_0092,SRC_000941,2026-08-14T00:00:00Z,0.29,EVD_113302,confirmed
REL_013303,wallet,WALLET_SYN_0029,CONNECTED_TO,wallet,WALLET_SYN_0151,SRC_004945,2026-02-18T00:56:31Z,0.94,EVD_113303,confirmed
REL_013304,wallet,WALLET_SYN_0029,TRANSACTED_WITH,wallet,WALLET_SYN_0151,SRC_004828,2026-02-18T00:56:31Z,0.94,EVD_113304,confirmed
REL_013305,wallet,WALLET_SYN_0016,CONNECTED_TO,wallet,WALLET_SYN_0137,SRC_002985,2026-08-17T00:00:00Z,0.78,EVD_113305,confirmed
REL_013306,wallet,WALLET_SYN_0016,TRANSACTED_WITH,wallet,WALLET_SYN_0137,SRC_003769,2026-08-17T00:00:00Z,0.78,EVD_113306,confirmed
REL_013307,wallet,WALLET_SYN_0146,CONNECTED_TO,wallet,WALLET_SYN_0010,SRC_000977,2026-08-26T00:00:00Z,0.34,EVD_113307,confirmed
REL_013308,wallet,WALLET_SYN_0146,TRANSACTED_WITH,wallet,WALLET_SYN_0010,SRC_005037,2026-08-26T00:00:00Z,0.34,EVD_113308,confirmed
REL_013309,wallet,WALLET_SYN_0184,CONNECTED_TO,wallet,WALLET_SYN_0191,SRC_002210,2025-08-15T17:55:46Z,0.5,EVD_113309,confirmed
REL_013310,wallet,WALLET_SYN_0184,TRANSACTED_WITH,wallet,WALLET_SYN_0191,SRC_004202,2025-08-15T17:55:46Z,0.5,EVD_113310,confirmed
REL_013311,wallet,WALLET_SYN_0036,CONNECTED_TO,wallet,WALLET_SYN_0103,SRC_003926,2026-08-07T00:00:00Z,0.39,EVD_113311,confirmed
REL_013312,wallet,WALLET_SYN_0036,TRANSACTED_WITH,wallet,WALLET_SYN_0103,SRC_004748,2026-08-07T00:00:00Z,0.39,EVD_113312,confirmed
REL_013313,wallet,WALLET_SYN_0074,CONNECTED_TO,wallet,WALLET_SYN_0209,SRC_002963,2026-08-28T00:00:00Z,0.51,EVD_113313,confirmed
REL_013314,wallet,WALLET_SYN_0074,TRANSACTED_WITH,wallet,WALLET_SYN_0209,SRC_004793,2026-08-28T00:00:00Z,0.51,EVD_113314,confirmed
REL_013315,wallet,WALLET_SYN_0127,CONNECTED_TO,wallet,WALLET_SYN_0029,SRC_005299,2026-08-30T00:00:00Z,0.63,EVD_113315,confirmed
REL_013316,wallet,WALLET_SYN_0127,TRANSACTED_WITH,wallet,WALLET_SYN_0029,SRC_003932,2026-08-30T00:00:00Z,0.63,EVD_113316,confirmed
REL_013317,wallet,WALLET_SYN_0204,CONNECTED_TO,wallet,WALLET_SYN_0215,SRC_002905,2025-09-28T15:43:16Z,0.5,EVD_113317,confirmed
REL_013318,wallet,WALLET_SYN_0204,TRANSACTED_WITH,wallet,WALLET_SYN_0215,SRC_005561,2025-09-28T15:43:16Z,0.5,EVD_113318,confirmed
REL_013319,wallet,WALLET_SYN_0008,CONNECTED_TO,wallet,WALLET_SYN_0172,SRC_005555,2024-06-05T04:37:32Z,0.58,EVD_113319,confirmed
REL_013320,wallet,WALLET_SYN_0008,TRANSACTED_WITH,wallet,WALLET_SYN_0172,SRC_001114,2024-06-05T04:37:32Z,0.58,EVD_113320,confirmed
REL_013321,wallet,WALLET_SYN_0057,CONNECTED_TO,wallet,WALLET_SYN_0193,SRC_000618,2024-09-25T10:20:14Z,0.65,EVD_113321,confirmed
REL_013322,wallet,WALLET_SYN_0057,TRANSACTED_WITH,wallet,WALLET_SYN_0193,SRC_005201,2024-09-25T10:20:14Z,0.65,EVD_113322,confirmed
REL_013323,wallet,WALLET_SYN_0099,CONNECTED_TO,wallet,WALLET_SYN_0158,SRC_005063,2026-08-04T00:00:00Z,0.77,EVD_113323,confirmed
REL_013324,wallet,WALLET_SYN_0099,TRANSACTED_WITH,wallet,WALLET_SYN_0158,SRC_005668,2026-08-04T00:00:00Z,0.77,EVD_113324,confirmed
REL_013325,wallet,WALLET_SYN_0055,CONNECTED_TO,wallet,WALLET_SYN_0175,SRC_000694,2026-08-30T00:00:00Z,0.38,EVD_113325,confirmed
REL_013326,wallet,WALLET_SYN_0055,TRANSACTED_WITH,wallet,WALLET_SYN_0175,SRC_003139,2026-08-30T00:00:00Z,0.38,EVD_113326,confirmed
REL_013327,wallet,WALLET_SYN_0100,CONNECTED_TO,wallet,WALLET_SYN_0164,SRC_001797,2026-08-09T00:00:00Z,0.87,EVD_113327,confirmed
REL_013328,wallet,WALLET_SYN_0100,TRANSACTED_WITH,wallet,WALLET_SYN_0164,SRC_002855,2026-08-09T00:00:00Z,0.87,EVD_113328,confirmed
REL_013329,wallet,WALLET_SYN_0184,CONNECTED_TO,wallet,WALLET_SYN_0149,SRC_003710,2026-08-15T00:00:00Z,0.61,EVD_113329,confirmed
REL_013330,wallet,WALLET_SYN_0184,TRANSACTED_WITH,wallet,WALLET_SYN_0149,SRC_005396,2026-08-15T00:00:00Z,0.61,EVD_113330,confirmed
REL_013331,wallet,WALLET_SYN_0215,CONNECTED_TO,wallet,WALLET_SYN_0180,SRC_001281,2025-08-20T22:04:42Z,0.33,EVD_113331,confirmed
REL_013332,wallet,WALLET_SYN_0215,TRANSACTED_WITH,wallet,WALLET_SYN_0180,SRC_003147,2025-08-20T22:04:42Z,0.33,EVD_113332,confirmed
REL_013333,wallet,WALLET_SYN_0031,CONNECTED_TO,wallet,WALLET_SYN_0172,SRC_004892,2026-08-11T00:00:00Z,0.99,EVD_113333,confirmed
REL_013334,wallet,WALLET_SYN_0031,TRANSACTED_WITH,wallet,WALLET_SYN_0172,SRC_003779,2026-08-11T00:00:00Z,0.99,EVD_113334,confirmed
REL_013335,wallet,WALLET_SYN_0217,CONNECTED_TO,wallet,WALLET_SYN_0152,SRC_003948,2025-04-10T11:56:59Z,0.52,EVD_113335,confirmed
REL_013336,wallet,WALLET_SYN_0217,TRANSACTED_WITH,wallet,WALLET_SYN_0152,SRC_004733,2025-04-10T11:56:59Z,0.52,EVD_113336,confirmed
REL_013337,wallet,WALLET_SYN_0162,CONNECTED_TO,wallet,WALLET_SYN_0156,SRC_000668,2025-12-30T18:40:31Z,0.44,EVD_113337,confirmed
REL_013338,wallet,WALLET_SYN_0162,TRANSACTED_WITH,wallet,WALLET_SYN_0156,SRC_003924,2025-12-30T18:40:31Z,0.44,EVD_113338,confirmed
REL_013339,wallet,WALLET_SYN_0028,CONNECTED_TO,wallet,WALLET_SYN_0016,SRC_001619,2026-08-03T00:00:00Z,0.87,EVD_113339,confirmed
REL_013340,wallet,WALLET_SYN_0028,TRANSACTED_WITH,wallet,WALLET_SYN_0016,SRC_000782,2026-08-03T00:00:00Z,0.87,EVD_113340,confirmed
REL_013341,wallet,WALLET_SYN_0073,CONNECTED_TO,wallet,WALLET_SYN_0169,SRC_004993,2025-02-28T10:59:17Z,0.62,EVD_113341,confirmed
REL_013342,wallet,WALLET_SYN_0073,TRANSACTED_WITH,wallet,WALLET_SYN_0169,SRC_000593,2025-02-28T10:59:17Z,0.62,EVD_113342,confirmed
REL_013343,wallet,WALLET_SYN_0092,CONNECTED_TO,wallet,WALLET_SYN_0217,SRC_000644,2026-09-01T00:00:00Z,0.53,EVD_113343,confirmed
REL_013344,wallet,WALLET_SYN_0092,TRANSACTED_WITH,wallet,WALLET_SYN_0217,SRC_005063,2026-09-01T00:00:00Z,0.53,EVD_113344,confirmed
REL_013345,wallet,WALLET_SYN_0074,CONNECTED_TO,wallet,WALLET_SYN_0117,SRC_001336,2026-08-02T04:53:06Z,0.44,EVD_113345,confirmed
REL_013346,wallet,WALLET_SYN_0074,TRANSACTED_WITH,wallet,WALLET_SYN_0117,SRC_005333,2026-08-02T04:53:06Z,0.44,EVD_113346,confirmed
REL_013347,wallet,WALLET_SYN_0156,CONNECTED_TO,wallet,WALLET_SYN_0055,SRC_001260,2026-08-08T00:00:00Z,0.81,EVD_113347,confirmed
REL_013348,wallet,WALLET_SYN_0156,TRANSACTED_WITH,wallet,WALLET_SYN_0055,SRC_005061,2026-08-08T00:00:00Z,0.81,EVD_113348,confirmed
REL_013349,wallet,WALLET_SYN_0050,CONNECTED_TO,wallet,WALLET_SYN_0017,SRC_000260,2026-08-27T00:00:00Z,0.36,EVD_113349,confirmed
REL_013350,wallet,WALLET_SYN_0050,TRANSACTED_WITH,wallet,WALLET_SYN_0017,SRC_003646,2026-08-27T00:00:00Z,0.36,EVD_113350,confirmed
REL_013351,wallet,WALLET_SYN_0024,CONNECTED_TO,wallet,WALLET_SYN_0013,SRC_002044,2026-08-19T00:00:00Z,0.8,EVD_113351,confirmed
REL_013352,wallet,WALLET_SYN_0024,TRANSACTED_WITH,wallet,WALLET_SYN_0013,SRC_002873,2026-08-19T00:00:00Z,0.8,EVD_113352,confirmed
REL_013353,wallet,WALLET_SYN_0058,CONNECTED_TO,wallet,WALLET_SYN_0123,SRC_001295,2025-01-23T02:17:28Z,0.3,EVD_113353,confirmed
REL_013354,wallet,WALLET_SYN_0058,TRANSACTED_WITH,wallet,WALLET_SYN_0123,SRC_002455,2025-01-23T02:17:28Z,0.3,EVD_113354,confirmed
REL_013355,wallet,WALLET_SYN_0004,CONNECTED_TO,wallet,WALLET_SYN_0122,SRC_002319,2026-08-31T00:00:00Z,0.55,EVD_113355,confirmed
REL_013356,wallet,WALLET_SYN_0004,TRANSACTED_WITH,wallet,WALLET_SYN_0122,SRC_000565,2026-08-31T00:00:00Z,0.55,EVD_113356,confirmed
REL_013357,wallet,WALLET_SYN_0179,CONNECTED_TO,wallet,WALLET_SYN_0212,SRC_004088,2026-08-05T00:00:00Z,0.86,EVD_113357,confirmed
REL_013358,wallet,WALLET_SYN_0179,TRANSACTED_WITH,wallet,WALLET_SYN_0212,SRC_004071,2026-08-05T00:00:00Z,0.86,EVD_113358,confirmed
REL_013359,wallet,WALLET_SYN_0108,CONNECTED_TO,wallet,WALLET_SYN_0020,SRC_001209,2025-08-19T00:39:48Z,0.65,EVD_113359,confirmed
REL_013360,wallet,WALLET_SYN_0108,TRANSACTED_WITH,wallet,WALLET_SYN_0020,SRC_001981,2025-08-19T00:39:48Z,0.65,EVD_113360,confirmed
REL_013361,wallet,WALLET_SYN_0010,CONNECTED_TO,wallet,WALLET_SYN_0089,SRC_001619,2026-07-20T15:47:40Z,0.78,EVD_113361,confirmed
REL_013362,wallet,WALLET_SYN_0010,TRANSACTED_WITH,wallet,WALLET_SYN_0089,SRC_003992,2026-07-20T15:47:40Z,0.78,EVD_113362,confirmed
REL_013363,wallet,WALLET_SYN_0207,CONNECTED_TO,wallet,WALLET_SYN_0065,SRC_001794,2026-08-31T00:00:00Z,0.54,EVD_113363,confirmed
REL_013364,wallet,WALLET_SYN_0207,TRANSACTED_WITH,wallet,WALLET_SYN_0065,SRC_002745,2026-08-31T00:00:00Z,0.54,EVD_113364,confirmed
REL_013365,wallet,WALLET_SYN_0025,CONNECTED_TO,wallet,WALLET_SYN_0043,SRC_000458,2026-08-04T00:00:00Z,0.33,EVD_113365,confirmed
REL_013366,wallet,WALLET_SYN_0025,TRANSACTED_WITH,wallet,WALLET_SYN_0043,SRC_005168,2026-08-04T00:00:00Z,0.33,EVD_113366,confirmed
REL_013367,wallet,WALLET_SYN_0046,CONNECTED_TO,wallet,WALLET_SYN_0092,SRC_004069,2026-04-29T20:28:06Z,0.78,EVD_113367,confirmed
REL_013368,wallet,WALLET_SYN_0046,TRANSACTED_WITH,wallet,WALLET_SYN_0092,SRC_000105,2026-04-29T20:28:06Z,0.78,EVD_113368,confirmed
REL_013369,wallet,WALLET_SYN_0119,CONNECTED_TO,wallet,WALLET_SYN_0161,SRC_001905,2024-09-03T02:17:28Z,0.93,EVD_113369,confirmed
REL_013370,wallet,WALLET_SYN_0119,TRANSACTED_WITH,wallet,WALLET_SYN_0161,SRC_001122,2024-09-03T02:17:28Z,0.93,EVD_113370,confirmed
REL_013371,wallet,WALLET_SYN_0009,CONNECTED_TO,wallet,WALLET_SYN_0173,SRC_002055,2025-02-26T20:28:06Z,0.37,EVD_113371,confirmed
REL_013372,wallet,WALLET_SYN_0009,TRANSACTED_WITH,wallet,WALLET_SYN_0173,SRC_002257,2025-02-26T20:28:06Z,0.37,EVD_113372,confirmed
REL_013373,wallet,WALLET_SYN_0215,CONNECTED_TO,wallet,WALLET_SYN_0048,SRC_004366,2026-08-16T00:00:00Z,0.68,EVD_113373,confirmed
REL_013374,wallet,WALLET_SYN_0215,TRANSACTED_WITH,wallet,WALLET_SYN_0048,SRC_001141,2026-08-16T00:00:00Z,0.68,EVD_113374,confirmed
REL_013375,wallet,WALLET_SYN_0073,CONNECTED_TO,wallet,WALLET_SYN_0068,SRC_002932,2026-08-20T00:00:00Z,0.74,EVD_113375,confirmed
REL_013376,wallet,WALLET_SYN_0073,TRANSACTED_WITH,wallet,WALLET_SYN_0068,SRC_004739,2026-08-20T00:00:00Z,0.74,EVD_113376,confirmed
REL_013377,wallet,WALLET_SYN_0148,CONNECTED_TO,wallet,WALLET_SYN_0024,SRC_003579,2025-10-03T17:09:54Z,0.73,EVD_113377,confirmed
REL_013378,wallet,WALLET_SYN_0148,TRANSACTED_WITH,wallet,WALLET_SYN_0024,SRC_001519,2025-10-03T17:09:54Z,0.73,EVD_113378,confirmed
REL_013379,wallet,WALLET_SYN_0016,CONNECTED_TO,wallet,WALLET_SYN_0100,SRC_001667,2026-01-26T10:20:14Z,0.51,EVD_113379,confirmed
REL_013380,wallet,WALLET_SYN_0016,TRANSACTED_WITH,wallet,WALLET_SYN_0100,SRC_001146,2026-01-26T10:20:14Z,0.51,EVD_113380,confirmed
REL_013381,wallet,WALLET_SYN_0061,CONNECTED_TO,wallet,WALLET_SYN_0138,SRC_001970,2026-08-15T00:00:00Z,0.43,EVD_113381,confirmed
REL_013382,wallet,WALLET_SYN_0061,TRANSACTED_WITH,wallet,WALLET_SYN_0138,SRC_003605,2026-08-15T00:00:00Z,0.43,EVD_113382,confirmed
REL_013383,wallet,WALLET_SYN_0001,CONNECTED_TO,wallet,WALLET_SYN_0207,SRC_000867,2025-12-24T20:05:11Z,0.37,EVD_113383,confirmed
REL_013384,wallet,WALLET_SYN_0001,TRANSACTED_WITH,wallet,WALLET_SYN_0207,SRC_005216,2025-12-24T20:05:11Z,0.37,EVD_113384,confirmed
REL_013385,wallet,WALLET_SYN_0062,CONNECTED_TO,wallet,WALLET_SYN_0193,SRC_003597,2026-08-20T00:00:00Z,0.73,EVD_113385,confirmed
REL_013386,wallet,WALLET_SYN_0062,TRANSACTED_WITH,wallet,WALLET_SYN_0193,SRC_003156,2026-08-20T00:00:00Z,0.73,EVD_113386,confirmed
REL_013387,wallet,WALLET_SYN_0009,CONNECTED_TO,wallet,WALLET_SYN_0149,SRC_003909,2026-08-22T00:00:00Z,0.68,EVD_113387,confirmed
REL_013388,wallet,WALLET_SYN_0009,TRANSACTED_WITH,wallet,WALLET_SYN_0149,SRC_002727,2026-08-22T00:00:00Z,0.68,EVD_113388,confirmed
REL_013389,wallet,WALLET_SYN_0047,CONNECTED_TO,wallet,WALLET_SYN_0201,SRC_003412,2026-03-24T00:39:48Z,0.37,EVD_113389,confirmed
REL_013390,wallet,WALLET_SYN_0047,TRANSACTED_WITH,wallet,WALLET_SYN_0201,SRC_001585,2026-03-24T00:39:48Z,0.37,EVD_113390,confirmed
REL_013391,wallet,WALLET_SYN_0084,CONNECTED_TO,wallet,WALLET_SYN_0070,SRC_003370,2025-08-12T01:12:14Z,0.62,EVD_113391,confirmed
REL_013392,wallet,WALLET_SYN_0084,TRANSACTED_WITH,wallet,WALLET_SYN_0070,SRC_001605,2025-08-12T01:12:14Z,0.62,EVD_113392,confirmed
REL_013393,wallet,WALLET_SYN_0187,CONNECTED_TO,wallet,WALLET_SYN_0074,SRC_002485,2026-04-06T19:15:51Z,0.67,EVD_113393,confirmed
REL_013394,wallet,WALLET_SYN_0187,TRANSACTED_WITH,wallet,WALLET_SYN_0074,SRC_002610,2026-04-06T19:15:51Z,0.67,EVD_113394,confirmed
REL_013395,wallet,WALLET_SYN_0128,CONNECTED_TO,wallet,WALLET_SYN_0187,SRC_003452,2025-08-07T10:59:17Z,0.39,EVD_113395,confirmed
REL_013396,wallet,WALLET_SYN_0128,TRANSACTED_WITH,wallet,WALLET_SYN_0187,SRC_005020,2025-08-07T10:59:17Z,0.39,EVD_113396,confirmed
REL_013397,wallet,WALLET_SYN_0071,CONNECTED_TO,wallet,WALLET_SYN_0173,SRC_005641,2026-08-04T00:00:00Z,0.71,EVD_113397,confirmed
REL_013398,wallet,WALLET_SYN_0071,TRANSACTED_WITH,wallet,WALLET_SYN_0173,SRC_003572,2026-08-04T00:00:00Z,0.71,EVD_113398,confirmed
REL_013399,wallet,WALLET_SYN_0148,CONNECTED_TO,wallet,WALLET_SYN_0163,SRC_004010,2025-10-06T18:21:03Z,0.5,EVD_113399,confirmed
REL_013400,wallet,WALLET_SYN_0148,TRANSACTED_WITH,wallet,WALLET_SYN_0163,SRC_001322,2025-10-06T18:21:03Z,0.5,EVD_113400,confirmed
REL_013401,wallet,WALLET_SYN_0078,CONNECTED_TO,wallet,WALLET_SYN_0097,SRC_004373,2026-08-06T21:22:52Z,0.68,EVD_113401,confirmed
REL_013402,wallet,WALLET_SYN_0078,TRANSACTED_WITH,wallet,WALLET_SYN_0097,SRC_002946,2026-08-06T21:22:52Z,0.68,EVD_113402,confirmed
REL_013403,wallet,WALLET_SYN_0171,CONNECTED_TO,wallet,WALLET_SYN_0194,SRC_000727,2026-08-16T00:00:00Z,0.36,EVD_113403,confirmed
REL_013404,wallet,WALLET_SYN_0171,TRANSACTED_WITH,wallet,WALLET_SYN_0194,SRC_004138,2026-08-16T00:00:00Z,0.36,EVD_113404,confirmed
REL_013405,wallet,WALLET_SYN_0090,CONNECTED_TO,wallet,WALLET_SYN_0085,SRC_001587,2025-12-31T22:06:12Z,0.9,EVD_113405,confirmed
REL_013406,wallet,WALLET_SYN_0090,TRANSACTED_WITH,wallet,WALLET_SYN_0085,SRC_004123,2025-12-31T22:06:12Z,0.9,EVD_113406,confirmed
REL_013407,wallet,WALLET_SYN_0058,CONNECTED_TO,wallet,WALLET_SYN_0144,SRC_000042,2026-08-31T00:00:00Z,0.68,EVD_113407,confirmed
REL_013408,wallet,WALLET_SYN_0058,TRANSACTED_WITH,wallet,WALLET_SYN_0144,SRC_002064,2026-08-31T00:00:00Z,0.68,EVD_113408,confirmed
REL_013409,wallet,WALLET_SYN_0063,CONNECTED_TO,wallet,WALLET_SYN_0048,SRC_005711,2026-08-14T00:00:00Z,0.2,EVD_113409,confirmed
REL_013410,wallet,WALLET_SYN_0063,TRANSACTED_WITH,wallet,WALLET_SYN_0048,SRC_001373,2026-08-14T00:00:00Z,0.2,EVD_113410,confirmed
REL_013411,wallet,WALLET_SYN_0065,CONNECTED_TO,wallet,WALLET_SYN_0095,SRC_003773,2026-05-22T04:42:59Z,0.94,EVD_113411,confirmed
REL_013412,wallet,WALLET_SYN_0065,TRANSACTED_WITH,wallet,WALLET_SYN_0095,SRC_002304,2026-05-22T04:42:59Z,0.94,EVD_113412,confirmed
REL_013413,wallet,WALLET_SYN_0142,CONNECTED_TO,wallet,WALLET_SYN_0178,SRC_000674,2025-01-18T00:39:48Z,0.56,EVD_113413,confirmed
REL_013414,wallet,WALLET_SYN_0142,TRANSACTED_WITH,wallet,WALLET_SYN_0178,SRC_001862,2025-01-18T00:39:48Z,0.56,EVD_113414,confirmed
REL_013415,wallet,WALLET_SYN_0095,CONNECTED_TO,wallet,WALLET_SYN_0054,SRC_002769,2026-08-03T00:00:00Z,0.74,EVD_113415,confirmed
REL_013416,wallet,WALLET_SYN_0095,TRANSACTED_WITH,wallet,WALLET_SYN_0054,SRC_004252,2026-08-03T00:00:00Z,0.74,EVD_113416,confirmed
REL_013417,wallet,WALLET_SYN_0099,CONNECTED_TO,wallet,WALLET_SYN_0086,SRC_000612,2026-07-10T20:43:57Z,0.8,EVD_113417,confirmed
REL_013418,wallet,WALLET_SYN_0099,TRANSACTED_WITH,wallet,WALLET_SYN_0086,SRC_004152,2026-07-10T20:43:57Z,0.8,EVD_113418,confirmed
REL_013419,wallet,WALLET_SYN_0141,CONNECTED_TO,wallet,WALLET_SYN_0206,SRC_003755,2026-08-15T00:00:00Z,0.42,EVD_113419,confirmed
REL_013420,wallet,WALLET_SYN_0141,TRANSACTED_WITH,wallet,WALLET_SYN_0206,SRC_004722,2026-08-15T00:00:00Z,0.42,EVD_113420,confirmed
REL_013421,wallet,WALLET_SYN_0210,CONNECTED_TO,wallet,WALLET_SYN_0220,SRC_000112,2025-08-16T18:40:31Z,0.55,EVD_113421,confirmed
REL_013422,wallet,WALLET_SYN_0210,TRANSACTED_WITH,wallet,WALLET_SYN_0220,SRC_003887,2025-08-16T18:40:31Z,0.55,EVD_113422,confirmed
REL_013423,wallet,WALLET_SYN_0084,CONNECTED_TO,wallet,WALLET_SYN_0194,SRC_002150,2026-08-10T00:00:00Z,0.34,EVD_113423,confirmed
REL_013424,wallet,WALLET_SYN_0084,TRANSACTED_WITH,wallet,WALLET_SYN_0194,SRC_001526,2026-08-10T00:00:00Z,0.34,EVD_113424,confirmed
REL_013425,wallet,WALLET_SYN_0112,CONNECTED_TO,wallet,WALLET_SYN_0022,SRC_003081,2026-08-14T00:00:00Z,0.38,EVD_113425,confirmed
REL_013426,wallet,WALLET_SYN_0112,TRANSACTED_WITH,wallet,WALLET_SYN_0022,SRC_002823,2026-08-14T00:00:00Z,0.38,EVD_113426,confirmed
REL_013427,wallet,WALLET_SYN_0062,CONNECTED_TO,wallet,WALLET_SYN_0160,SRC_003806,2024-05-31T02:17:28Z,0.38,EVD_113427,confirmed
REL_013428,wallet,WALLET_SYN_0062,TRANSACTED_WITH,wallet,WALLET_SYN_0160,SRC_004999,2024-05-31T02:17:28Z,0.38,EVD_113428,confirmed
REL_013429,wallet,WALLET_SYN_0099,CONNECTED_TO,wallet,WALLET_SYN_0209,SRC_000795,2026-08-26T00:00:00Z,0.48,EVD_113429,confirmed
REL_013430,wallet,WALLET_SYN_0099,TRANSACTED_WITH,wallet,WALLET_SYN_0209,SRC_000699,2026-08-26T00:00:00Z,0.48,EVD_113430,confirmed
REL_013431,wallet,WALLET_SYN_0014,CONNECTED_TO,wallet,WALLET_SYN_0189,SRC_003577,2026-01-11T12:12:24Z,0.74,EVD_113431,confirmed
REL_013432,wallet,WALLET_SYN_0014,TRANSACTED_WITH,wallet,WALLET_SYN_0189,SRC_002445,2026-01-11T12:12:24Z,0.74,EVD_113432,confirmed
REL_013433,wallet,WALLET_SYN_0118,CONNECTED_TO,wallet,WALLET_SYN_0202,SRC_002540,2026-08-10T00:00:00Z,0.72,EVD_113433,confirmed
REL_013434,wallet,WALLET_SYN_0118,TRANSACTED_WITH,wallet,WALLET_SYN_0202,SRC_003963,2026-08-10T00:00:00Z,0.72,EVD_113434,confirmed
REL_013435,wallet,WALLET_SYN_0046,CONNECTED_TO,wallet,WALLET_SYN_0133,SRC_001489,2026-08-12T00:00:00Z,0.12,EVD_113435,confirmed
REL_013436,wallet,WALLET_SYN_0046,TRANSACTED_WITH,wallet,WALLET_SYN_0133,SRC_000472,2026-08-12T00:00:00Z,0.12,EVD_113436,confirmed
REL_013437,wallet,WALLET_SYN_0029,CONNECTED_TO,wallet,WALLET_SYN_0114,SRC_000935,2025-05-05T11:28:43Z,0.71,EVD_113437,confirmed
REL_013438,wallet,WALLET_SYN_0029,TRANSACTED_WITH,wallet,WALLET_SYN_0114,SRC_004862,2025-05-05T11:28:43Z,0.71,EVD_113438,confirmed
REL_013439,wallet,WALLET_SYN_0002,CONNECTED_TO,wallet,WALLET_SYN_0155,SRC_004093,2026-08-05T00:00:00Z,0.59,EVD_113439,confirmed
REL_013440,wallet,WALLET_SYN_0002,TRANSACTED_WITH,wallet,WALLET_SYN_0155,SRC_004805,2026-08-05T00:00:00Z,0.59,EVD_113440,confirmed
